"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA","","","","","","","","","","",""
"485","581","581-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","100163","SCHOELLHORN ","940932","11","0","1","0","1","0","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00003","ANCHOR CHAIN, CONSIS ","CHAIN     ","ANCHOR            ","   ","105859","LISTER CHAIN","941055","1","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00003-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","4","15662.52","1","0","1","15662.52","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00003-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","5","32630.25","1","0","1","32630.25","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00003-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","6","32630.25","1","0","1","32630.25","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00004","OUTBOARD SWIVEL SHOT ","ASSEMBLY  ","OUTBOARD          ","   ","105859","LISTER CHAIN","941055","7","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00004-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","10","2073.36","1","0","1","2073.36","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00004-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","11","4319.5","1","0","1","4319.5","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00004-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","12","4319.5","1","0","1","4319.5","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00020","TOWING CHAIN ASSEMBL ","ASSEMBLY  ","CHAIN             ","   ","105859","LISTER CHAIN","941055","13","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00020-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","16","1717.32","1","0","1","1717.32","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00020-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","17","3577.75","1","0","1","3577.75","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00020-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","LISTER CHAIN","941055","18","3577.75","1","0","1","3577.75","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00005","CHAIN STOPPER ASSY   ","ASSEMBLY  ","STOPPER           ","   ","105859","LISTER CHAIN","941055","20","12155","2","0","2","24310","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00010","END LINK, FOR 1-1/2"" ","LINK      ","END               ","   ","105859","LISTER CHAIN","941055","21","1918","2","0","2","3836","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00013","SWIVEL, W/ DETACHABL ","SWIVEL    ","                  ","   ","105859","LISTER CHAIN","941055","22","7260","1","0","1","7260","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00014","WRENCH, CHAIN STOPPE ","WRENCH    ","STOPPER           ","   ","105859","LISTER CHAIN","941055","23","785","1","0","1","785","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00015","DETACHABLE LINK TOOL ","TOOLBOX   ","DETACHABLE LINK   ","   ","105859","LISTER CHAIN","941055","24","2155","1","0","1","2155","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00038","SHACKLE, BITTER END, ","SHACKLE   ","BITTER END        ","   ","105859","LISTER CHAIN","941055","25","215","1","0","1","215","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00026","ANCHOR WINDLASS SIZI ","CHAIN     ","WINDLASS          ","   ","105859","LISTER CHAIN","941055","29","2051","1","0","1","2051","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00003-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","30","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00004-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","31","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00005-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","32","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00010-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","33","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00013-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","34","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00020-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","LISTER CHAIN","941055","35","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00003-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","105859","LISTER CHAIN","941055","36","0","1","0","1","0","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00011-800","LEAD/HAIRPIN, DETACH ","LEAD      ","HAIRPIN           ","   ","105859","LISTER CHAIN","941055","37","33","20","0","20","660","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00010","END LINK, FOR 1-1/2"" ","LINK      ","END               ","   ","105859","LISTER CHAIN","941073","1","1918","1","0","1","1918","02/28/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","    581-01-00002","WINDLASS/CAPSTAN, AN ","ANCHOR    ","WINDLASS          ","   ","104915","JERED LLC   ","960153","1","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-801","SHAFT ASSEMBLY, TO B ","ASSEMBLY  ","SHAFT             ","   ","104915","JERED LLC   ","960153","2","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-802","CONTROL STATION, ABO ","STATION   ","CONTROL           ","   ","104915","JERED LLC   ","960153","3","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-803","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","JERED LLC   ","960153","4","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-804","CONTROL STATION, BEL ","STATION   ","CONTROL           ","   ","104915","JERED LLC   ","960153","5","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-805","VARIABLE FEQUENCY DR ","DRIVE     ","FREQUENCY         ","   ","104915","JERED LLC   ","960153","6","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-806","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","JERED LLC   ","960153","7","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-807","LUBE CHART           ","CHART     ","LUBE              ","   ","104915","JERED LLC   ","960153","8","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-808","TRANSFORMER/FILTER,  ","TRANSFORME","FILTER            ","   ","104915","JERED LLC   ","960153","9","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-852","PLACARD, OPERATION/S ","PLACARD   ","OPERATION         ","   ","104915","JERED LLC   ","960153","10","0","2","0","2","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104915","JERED LLC   ","960153","11","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104915","JERED LLC   ","960153","12","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104915","JERED LLC   ","960153","14","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104915","JERED LLC   ","960153","15","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L32","FACTORY TRAINING     ","TRAINING  ","FACTORY           ","   ","104915","JERED LLC   ","960153","16","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","104915","JERED LLC   ","960153","17","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","104915","JERED LLC   ","960153","18","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L63","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","JERED LLC   ","960153","21","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L64","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","JERED LLC   ","960153","22","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104915","JERED LLC   ","960153","23","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","26","148257","1","0","1","148257","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","27","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","28","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","29","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","30","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","31","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P09","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","32","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-P10","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960153","33","59302.8","1","0","1","59302.8","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","104915","JERED LLC   ","960153","13","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L51","DATA, FOR WEIGHT CRI ","DATA      ","WEIGHT            ","NRE","104915","JERED LLC   ","960153","19","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","581","581-01-00002-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","JERED LLC   ","960153","20","0","1","0","1","0","11/05/2018","8","         ","            ","             ","","","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","            ","      NRE","Total",":-    ","              ","0","","","","","","","","","","","","","","","","","","",""
"SWBS: ","581","581M - ANCHOR HANDLING","& STOW         ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   581 :      621322.40","","","","","","","","","","","","","","","","","","","",""
"485","582","    582-01-00108","9 THRD (5/16"" DIA) X ","ROPE      ","COIL              ","   ","108268","GOVERNMENT F","921535","1","0","1","0","1","0","10/24/2017","2","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00107","6 THRD (1/4"" DIA) X  ","ROPE      ","COIL              ","   ","108268","GOVERNMENT F","921535","2","0","1","0","1","0","10/24/2017","2","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00106","TOWING HAWSER MESSEN ","ROPE      ","3-STRAND          ","   ","108268","GOVERNMENT F","921535","3","0","1","0","1","0","10/24/2017","2","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00105","IWRC WIRE ROPE, 3/4"" ","ROPE      ","WIRE              ","   ","108268","GOVERNMENT F","921535","4","0","1","0","1","0","10/24/2017","2","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00007","CHOCK, CAST STEEL, 1 ","CHOCK     ","                  ","   ","100163","SCHOELLHORN ","940932","3","2505","12","0","12","30060","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00007-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100163","SCHOELLHORN ","940932","4","0","1","0","1","0","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00010","CHOCK, BOW, CAST STE ","CHOCK     ","BOW               ","   ","100163","SCHOELLHORN ","940932","5","20543","1","0","1","20543","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00010-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100163","SCHOELLHORN ","940932","6","0","1","0","1","0","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00018","TOWING CHAIN BOLSTER ","BOLSTER   ","CHAIN             ","   ","100163","SCHOELLHORN ","940932","7","8293","1","0","1","8293","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00015","BITT,DOUBLE,STEEL, 1 ","BITT      ","DOUBLE            ","   ","100163","SCHOELLHORN ","940932","8","5585","10","0","10","55850","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00017","BITT, DOUBLE, STEEL, ","BITT      ","DOUBLE            ","   ","100163","SCHOELLHORN ","940932","9","6215","2","0","2","12430","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00202","SHACKLE, TOWING PAD, ","SHACKLE   ","PAD               ","   ","105859","LISTER CHAIN","941055","19","2214","1","0","1","2214","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00022","PELICAN HOOK, TOWING ","HOOK      ","PELICAN           ","   ","105859","LISTER CHAIN","941055","26","5896","1","0","1","5896","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00023","BUOY MOORING SHACKLE ","ASSEMBLY  ","SHACKLE           ","   ","105859","LISTER CHAIN","941055","27","6322","1","0","1","6322","01/08/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00024","BUOY MOORING SWIVEL  ","SWIVEL    ","MOORING           ","   ","105859","LISTER CHAIN","941055","28","9450","1","0","1","9450","08/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00004","CHOCK, FOLDING STERN ","CHOCK     ","STERN             ","   ","101468","ENTWISTLE CO","941147","1","130378","1","0","1","130378","09/21/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00004-801","FOLDING CHOCK, RIGHT ","CHOCK     ","                  ","   ","101468","ENTWISTLE CO","941147","2","0","1","0","1","0","09/21/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00004-802","FOLDING CHOCK, LEFT  ","CHOCK     ","                  ","   ","101468","ENTWISTLE CO","941147","3","0","1","0","1","0","09/21/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00004-804","FOLDING CHOCK, OPERA ","CHOCK     ","                  ","   ","101468","ENTWISTLE CO","941147","4","0","1","0","1","0","09/21/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00004-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101468","ENTWISTLE CO","941147","5","0","1","0","1","0","09/21/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","    582-01-00001","CAPSTAN, COMPLETE    ","CAPSTAN   ","COMPLETE          ","   ","104915","JERED LLC   ","960152","1","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-802","CAPSTAN, AFT         ","CAPSTAN   ","AFT               ","   ","104915","JERED LLC   ","960152","2","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-803","STATION, PUSHBUTTON, ","STATION   ","                  ","   ","104915","JERED LLC   ","960152","3","0","2","0","2","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-804","CONTROLLER, JERED #1 ","CONTROLLER","                  ","   ","104915","JERED LLC   ","960152","4","0","2","0","2","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-805","GASKET, CAPSTAN HEAD ","GASKET    ","                  ","   ","104915","JERED LLC   ","960152","5","0","2","0","2","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-807","CAPSTAN, AFT, CHART  ","CAPSTAN   ","AFT               ","   ","104915","JERED LLC   ","960152","6","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-808","CAPSTAN, AFT, TEST L ","CAPSTAN   ","AFT               ","   ","104915","JERED LLC   ","960152","7","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104915","JERED LLC   ","960152","8","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104915","JERED LLC   ","960152","9","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104915","JERED LLC   ","960152","10","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104915","JERED LLC   ","960152","11","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","104915","JERED LLC   ","960152","12","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","16","32512.5","1","0","1","32512.5","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","17","13005","1","0","1","13005","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","18","13005","1","0","1","13005","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","19","6502.5","1","0","1","6502.5","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","20","6502.5","1","0","1","6502.5","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","JERED LLC   ","960152","21","13005","1","0","1","13005","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","582","582-01-00001-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","JERED LLC   ","960152","13","0","1","0","1","0","11/15/2018","8","         ","            ","             ","","","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","            ","      NRE","Total",":-    ","              ","0","","","","","","","","","","","","","","","","","","",""
"SWBS: ","582","582M - MOORING AND","TOWING             ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   582 :      365968.50","","","","","","","","","","","","","","","","","","","",""
"485","583","    583-01-0004A","T-BITT, DBL (CRUCIFO ","          ","                  ","   ","100163","SCHOELLHORN ","940932","12","3900","2","0","2","7800","12/08/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-02-000S1","LIFERAFT CRADLES,IN  ","CRADLE    ","LIFERAFT          ","   ","105206","NORTHERN FAB","941082","1","2378.46","4","0","4","9513.84","10/16/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-02-000S3","LIFERAFT CRADLES TIE ","CRADLE    ","LIFERAFT          ","   ","105206","NORTHERN FAB","941082","2","119.02","4","0","4","476.08","10/16/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-000S2","RACK, HOSE, , 1/4"" T ","RACK      ","HOSE              ","   ","105206","NORTHERN FAB","941087","1","176.72","1","0","1","176.72","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-000S4","STAPLE ASSY, ALUMINU ","ASSEMBLY  ","STAPLE            ","   ","105206","NORTHERN FAB","941087","2","59","2","0","2","118","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-000S6","FAB, SUB-ASSY S6, SA ","HARNESS   ","SAFETY            ","   ","105206","NORTHERN FAB","941087","3","59.13","4","0","4","236.52","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-000S9","RACK, HOSE, JP-5, FA ","RACK      ","HOSE              ","   ","105206","NORTHERN FAB","941087","4","156.62","1","0","1","156.62","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0027A","FDN, BOAT CONT CAB,  ","FOUNDATION","CONTACT           ","   ","105206","NORTHERN FAB","941087","5","27.29","2","0","2","54.58","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0061A","FAB, BACK-UP, SAFETY ","HARNESS   ","SAFETY            ","   ","105206","NORTHERN FAB","941087","6","29.12","4","0","4","116.48","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0062A","FAB, TRANSITION JOIN ","HARNESS   ","SAFETY            ","   ","105206","NORTHERN FAB","941087","7","29.55","4","0","4","118.2","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0062B","FAB, TRANSITION JOIN ","HARNESS   ","SAFETY            ","   ","105206","NORTHERN FAB","941087","8","44.58","8","0","8","356.64","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0062C","FAB, TRANSITION JOIN ","HARNESS   ","SAFETY            ","   ","105206","NORTHERN FAB","941087","9","53.78","2","0","2","107.56","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-00S10","JP-5 HOSE RACK STAPL ","STAPLE    ","HOSE RACK         ","   ","105206","NORTHERN FAB","941087","10","144.07","1","0","1","144.07","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0043A","CLIP, DECK, LADDER,  ","CLIP      ","DECK              ","   ","105206","NORTHERN FAB","941087","11","11.77","4","0","4","47.08","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-0058A","CLIP, BHD, ACTUATOR  ","CLIP      ","FABRICATE         ","   ","105206","NORTHERN FAB","941087","12","42.43","1","0","1","42.43","12/01/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-000S4","STAPLE ASSY, ALUMINU ","ASSEMBLY  ","STAPLE            ","   ","105206","NORTHERN FAB","941115","2","47.83","4","0","4","191.32","08/24/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","    583-01-00009","DAVIT SYSTEM, BOAT,  ","SYSTEM    ","DAVIT             ","   ","102947","WELIN LAMBIE","960176","1","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","102947","WELIN LAMBIE","960176","3","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","102947","WELIN LAMBIE","960176","4","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","102947","WELIN LAMBIE","960176","5","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","102947","WELIN LAMBIE","960176","7","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","102947","WELIN LAMBIE","960176","10","285514.43","1","0","1","285514.43","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","102947","WELIN LAMBIE","960176","11","15027.07","1","0","1","15027.07","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","583","583-01-00009-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102947","WELIN LAMBIE","960176","12","0","1","0","1","0","10/30/2018","8","         ","            ","             ","","","","","","","","","","","",""
