"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","",""
"485","514","    514-01-V0046","VALVE, 3/4"" NOM, BRO ","          ","                  ","   ","102017","930672","15","339.89","1","0","1","339.89","10/01/2017","8","         ","            ","","",""
"485","514","514-01-V0046-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","16","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-V0053","VALVE, 1-1/2"" IPS, 2 ","          ","                  ","   ","102017","930672","17","510.24","1","0","1","510.24","10/01/2017","8","         ","            ","","",""
"485","514","514-01-V0053-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","18","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-VS001","VALVE, 0.5"" IPS,SOLE ","VALVE     ","SOLENOID          ","   ","102017","930672","19","502.05","5","0","5","2510.25","10/01/2017","8","         ","            ","","",""
"485","514","514-01-VS001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","20","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-VS002","VALVE, 1"" IPS,SOLENO ","VALVE     ","SOLENOID          ","   ","102017","930672","21","831.29","1","0","1","831.29","10/01/2017","8","         ","            ","","",""
"485","514","514-01-VS002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","22","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-VS003","VALVE,1.25""IPS,SOLEN ","VALVE     ","SOLENOID          ","   ","102017","930672","23","970.52","4","0","4","3882.08","10/01/2017","8","         ","            ","","",""
"485","514","514-01-VS003-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","24","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-VS004","VALVE,1.5""IPS,SOLENO ","VALVE     ","SOLENOID          ","   ","102017","930672","25","1228.5","4","0","4","4914","10/01/2017","8","         ","            ","","",""
"485","514","514-01-VS004-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","26","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","514","    514-01-V017A","VALVE, 2-1/2"" BRZ BO ","VALVE     ","TRAC STYLE        ","   ","105123","930769","1","6193.5","3","0","3","18580.5","08/04/2017","8","         ","            ","","",""
"485","514","    514-01-VPR01","VALVE, VACUUM RELIEF ","          ","                  ","   ","104947","930866","6","270.74","1","0","1","270.74","07/14/2017","8","         ","            ","","",""
"485","514","514-01-VPR01-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104947","930866","18","150","1","0","1","150","07/14/2017","8","         ","            ","","",""
"485","514","514-01-VPR01-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104947","930866","19","250","1","0","1","250","07/14/2017","8","         ","            ","","",""
"485","514","    514-01-1-000","ORIFICE PLATE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","941003","57","29.87","1","0","1","29.87","06/26/2017","8","         ","            ","","",""
"485","514","    514-01-2-000","ORIFICE PLATE, 1/2"", ","          ","                  ","   ","105206","941003","58","29.87","1","0","1","29.87","06/26/2017","8","         ","            ","","",""
"SWBS: ","514","A/C REFRIGERATION","                    ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 514 :     1940480.42","","","","","","","","",""
"485","521","    521-01-V0043","VALVE, BUTTERFLY, 6"" ","VALVE     ","BUTTERFLY         ","   ","102519","930602","4","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-S00","VALVE, BUTTERFLY, 6"" ","VALVE     ","BUTTERFLY         ","   ","102519","930602","5","15750","1","0","1","15750","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-S00","VALVE, BUTTERFLY, 6"" ","VALVE     ","BUTTERFLY         ","   ","102519","930602","6","0","-1","0","-1","0","08/12/2017","1","         ","            ","","",""
"485","521","    521-01-V0044","VALVE, BUTTERFLY, 8"" ","VALVE     ","BUTTERFLY         ","   ","102519","930602","7","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-S00","VALVE, BUTTERFLY, 8"" ","SHOCK     ","VALVE             ","   ","102519","930602","8","17950","1","0","1","17950","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-S00","VALVE, BUTTERFLY, 8"" ","SHOCK     ","VALVE             ","   ","102519","930602","47","0","-1","0","-1","0","08/12/2017","1","         ","            ","","",""
"485","521","    521-01-VPR01","VALVE, PRESSURE REDU ","VALVE     ","REDUCING          ","   ","101611","930729","2","3482","1","0","1","3482","08/01/2017","1","         ","            ","","",""
"485","521","521-01-VPR01-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","101611","930729","4","0","1","0","1","0","08/01/2017","1","         ","            ","","",""
"485","521","521-01-VPR01-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","101611","930729","5","0","1","0","1","0","08/01/2017","1","         ","            ","","",""
"485","521","    521-01-V0040","VALVE, GATE, 1-1/2""  ","VALVE     ","GATE              ","   ","103936","930808","2","926","8","0","8","7408","12/01/2017","1","         ","            ","","",""
"485","521","521-01-V0040-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103936","930808","4","0","1","0","1","0","12/01/2017","1","         ","            ","","",""
"485","521","    521-01-VMS12","VALVE, PRP, HILLER S ","VALVE     ","                  ","   ","107937","930861","4","7000","3","0","3","21000","12/01/2017","8","         ","            ","","",""
"485","521","    521-01-003-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","11","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-004-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","12","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-009-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","13","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-010-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","14","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-00001","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","22","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-00002","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","23","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-00008","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","24","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-007-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941001","25","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","521","    521-01-005-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941003","10","23.23","1","0","1","23.23","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-006-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941003","11","23.23","1","0","1","23.23","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-011-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941003","12","23.23","1","0","1","23.23","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-012-0","ORIFICE PLATE, 1-1/2 ","PLATE     ","ORIFICE           ","   ","105206","941003","13","23.23","1","0","1","23.23","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-210-0","ORIFICE PLATE, 1"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","40","22.32","1","0","1","22.32","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-211-0","ORIFICE PLATE, 1"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","41","22.32","1","0","1","22.32","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-212-0","ORIFICE PLATE, 1"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","42","22.32","1","0","1","22.32","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-213-0","ORIFICE PLATE, 1"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","43","22.32","1","0","1","22.32","06/26/2017","8","         ","            ","","",""
"485","521","    521-01-214-0","ORIFICE PLATE, 1"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","44","21.58","1","0","1","21.58","06/26/2017","8","         ","            ","","",""
"485","521","521-01-V0042-L02","MANUALS, TECHNICAL,  ","MANUALS   ","PRELIMINARY       ","NRE","102519","930602","9","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L08","DRAWINGS, PRELIMINAR ","DRAWINGS  ","PRELIMINARY       ","NRE","102519","930602","10","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L09","DRAWINGS, FINAL, CER ","DRAWINGS  ","FINAL             ","NRE","102519","930602","11","2500","1","0","1","2500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L13","LIST, PREVENTATIVE M ","LIST      ","PREVENTATIVE      ","NRE","102519","930602","12","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","102519","930602","13","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L22","MANUALS, TECHNICAL,  ","MANUALS   ","FINAL             ","NRE","102519","930602","14","15000","1","0","1","15000","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L34","PROVISIONING TECH DO ","PROVISIONI","TECH DOC          ","NRE","102519","930602","15","500","1","0","1","500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L36","DATA, RELIABILITY RE ","DATA      ","RELIABILITY       ","NRE","102519","930602","16","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L37","DATA, LIFE CYCLE COS ","DATA      ","LIFE CYCLE        ","NRE","102519","930602","17","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L55","SHOCK EXTENSION REQU ","TESTING   ","SHOCK             ","NRE","102519","930602","19","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0042-L56","SHOCK EXTENSION APPR ","TESTING   ","SHOCK             ","NRE","102519","930602","20","2000","1","0","1","2000","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L08","DRAWINGS, PRELIMINAR ","DRAWINGS  ","PRELIMINARY       ","NRE","102519","930602","22","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L09","DRAWINGS, FINAL, CER ","DRAWINGS  ","FINAL             ","NRE","102519","930602","23","2500","1","0","1","2500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","102519","930602","25","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L34","PROVISIONING TECH DO ","PROVISIONI","TECH DOC          ","NRE","102519","930602","27","500","1","0","1","500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L44","SHOCK TEST PROCEDURE ","TESTING   ","SHOCK             ","NRE","102519","930602","30","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L45","SHOCK TEST REPORT    ","TESTING   ","SHOCK             ","NRE","102519","930602","31","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L48","TESTING, SHOCK, IAW  ","TESTING   ","SHOCK             ","NRE","102519","930602","32","9000","1","0","1","9000","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0043-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","102519","930602","33","9500","1","0","1","9500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L08","DRAWINGS, PRELIMINAR ","DRAWINGS  ","PRELIMINARY       ","NRE","102519","930602","35","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L09","DRAWINGS, FINAL, CER ","DRAWINGS  ","FINAL             ","NRE","102519","930602","36","2500","1","0","1","2500","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","102519","930602","38","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L44","SHOCK TEST PROCEDURE ","TESTING   ","SHOCK             ","NRE","102519","930602","43","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L45","SHOCK TEST REPORT    ","TESTING   ","SHOCK             ","NRE","102519","930602","44","0","1","0","1","0","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L48","TESTING, SHOCK, IAW  ","TESTING   ","SHOCK             ","NRE","102519","930602","45","9000","1","0","1","9000","08/12/2017","1","         ","            ","","",""
"485","521","521-01-V0044-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","102519","930602","46","9500","1","0","1","9500","08/12/2017","1","         ","            ","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","62500","","","","","","","","",""
"SWBS: ","521","521M - SEAWATER SERVICE","SYS           ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 521 :      128470.74","","","","","","","","",""
"SWBS: ","526","WEATHER DECK DRAINS","                  ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 526 :        ","0","","","","","","","",""
"485","528","    528-01-E0001","EDUCTOR, 2"" INLET X  ","EDUCTOR   ","FLAT FACE FLANGE  ","   ","100435","930774","1","6995","1","0","1","6995","03/01/2018","8","         ","            ","","",""
"485","528","528-01-E0001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100435","930774","4","0","1","0","1","0","03/01/2018","8","         ","            ","","",""
"485","528","    528-01-VAS01","VALVE, ANTI-SIPHONIC ","VALVE     ","ANTI-SIPHONIC     ","   ","104374","930775","1","259","51","0","51","13209","11/01/2017","1","         ","            ","","",""
"485","528","528-01-VAS01-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104374","930775","2","0","1","0","1","0","11/01/2017","1","         ","            ","","",""
"SWBS: ","528","528M - PLUMB DRAINS,VENT&DECK","        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 528 :       20204.00","","","","","","","","",""
"485","529","    529-01-E0001","EDUCTOR, 8"" X 6"" X 5 ","EDUCTOR   ","FLAT FACE FLANGE  ","   ","100435","930774","2","10928","2","0","2","21856","03/01/2018","8","         ","            ","","",""
"485","529","    529-01-E0002","EDUCTOR, 4"" X 4"" X 3 ","EDUCTOR   ","FLAT FACE FLANGE  ","   ","100435","930774","3","5884","2","0","2","11768","03/01/2018","8","         ","            ","","",""
"485","529","529-01-E0001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100435","930774","5","0","1","0","1","0","03/01/2018","8","         ","            ","","",""
"485","529","529-01-E0002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","100435","930774","6","0","1","0","1","0","03/01/2018","8","         ","            ","","",""
"485","529","    529-01-1-000","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","51","31.36","1","0","1","31.36","06/26/2017","8","         ","            ","","",""
"485","529","    529-01-2-000","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","52","31.36","1","0","1","31.36","06/26/2017","8","         ","            ","","",""
"485","529","    529-01-3-000","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","53","31.36","1","0","1","31.36","06/26/2017","8","         ","            ","","",""
"485","529","    529-01-4-000","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","54","31.36","1","0","1","31.36","06/26/2017","8","         ","            ","","",""
"SWBS: ","529","529M - DRAIN & BALLASTING","SYS         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 529 :       33749.44","","","","","","","","",""
"485","533","    533-01-E0006","BOOSTER HEATER, ELEC ","BOOT      ","BACKSHELL         ","   ","104597","510126","24","0","1","0","1","0","04/01/2018","8","         ","            ","","",""
"485","533","    533-03-HA004","ASSEMBLY, FLEXIBLE H ","ASSEMBLY  ","HOSE              ","   ","100904","786699","6","2678.17","1","0","1","2678.17","06/13/2017","8","         ","            ","","",""
"485","533","    533-01-E0003","HEATER, HOT POTABLE  ","HEATER    ","WATER             ","   ","45302","799511","1","0","2","0","2","0","07/16/2018","8","         ","            ","","",""
"485","533","533-01-E0003-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","45302","799511","2","0","1","0","1","0","07/16/2018","8","         ","            ","","",""
"485","533","533-01-E0003-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","45302","799511","3","0","1","0","1","0","07/16/2018","8","         ","            ","","",""
"485","533","533-01-E0003-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","45302","799511","4","0","1","0","1","0","07/16/2018","8","         ","            ","","",""
"485","533","533-01-E0003-P01","PROGRESS PAYMENT, 25 ","PROGRESS P","                  ","   ","45302","799511","5","18506","1","0","1","18506","07/16/2018","8","         ","            ","","",""
"485","533","533-01-E0003-P02","PROGRESS PAYMENT, 75 ","PROGRESS P","                  ","   ","45302","799511","6","55517.94","1","0","1","55517.94","07/16/2018","8","         ","            ","","",""
"485","533","    533-01-V0001","VALVE, 1/2"" IPS, 0.5 ","VALVE     ","COMMERCIAL        ","   ","102017","930672","27","250.61","6","0","6","1503.66","10/01/2017","8","         ","            ","","",""
"485","533","533-01-V0001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","102017","930672","28","0","1","0","1","0","10/01/2017","8","         ","            ","","",""
"485","533","    533-01-1-000","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","26","22.9","1","0","1","22.9","06/12/2017","8","         ","            ","","",""
"485","533","    533-01-2-000","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","27","22.9","1","0","1","22.9","06/12/2017","8","         ","            ","","",""
"485","533","    533-01-3-000","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","28","22.9","1","0","1","22.9","06/12/2017","8","         ","            ","","",""
"SWBS: ","533","533M - POTABLE WATER","SYSTEMS          ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 533 :       78274.47","","","","","","","","",""
"485","541","    541-01-1-000","ORIFICE PLATE, 8"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941003","59","44.66","1","0","1","44.66","06/26/2017","8","         ","            ","","",""
"SWBS: ","541","541M - FUEL SYSTEMS","                  ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 541 :        ","44.66","","","","","","","",""
"485","551","    551-01-M9215","TRAP, SNAP ACTION DR ","TRAP      ","DRAIN             ","   ","100479","787151","8","3560","12","0","12","42720","06/30/2017","8","         ","            ","","",""
"485","551","    551-01-E0008","MANIFOLD, SSDG START ","MANIFOLD  ","AIR               ","   ","104947","799404","1","44118","2","0","2","88236","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0008-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104947","799404","2","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0008-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104947","799404","3","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","    551-01-E0009","MANIFOLD, SHIP SERVI ","MANIFOLD  ","AIR               ","   ","104947","799404","4","39819","1","0","1","39819","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0009-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104947","799404","5","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0009-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104947","799404","6","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","    551-01-E0010","MANIFOLD, CONTROL AI ","MANIFOLD  ","AIR               ","   ","104947","799404","7","39819","1","0","1","39819","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0010-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104947","799404","8","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0010-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104947","799404","9","0","1","0","1","0","11/10/2017","8","         ","            ","","",""
"485","551","551-01-E0001-S00","SRVC, MODIFY DEHYDRA ","SHOCK     ","MODIFICATION      ","   ","107833","799537","1","7035","1","0","1","7035","07/19/2017","8","         ","            ","","",""
"485","551","    551-01-VPR01","VALVE, RELIEF, 1/2""  ","VALVE     ","                  ","   ","104947","930821","8","2159.99","10","0","10","21599.9","08/07/2017","8","         ","            ","","",""
"485","551","    551-01-VPR06","VALVE, RELIEF, 1/2"", ","VALVE     ","INLET/OUTLET      ","   ","104947","930866","13","1510.67","7","0","7","10574.69","09/10/2017","8","         ","            ","","",""
"485","551","551-01-VPR06-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104947","930866","24","150","1","0","1","150","09/10/2017","8","         ","            ","","",""
"485","551","551-01-VPR06-L31","CERTIFICATE, CALIBRA ","CERTIFICAT","CALIBRATABLE      ","   ","104947","930866","25","250","1","0","1","250","09/10/2017","8","         ","            ","","",""
"485","551","    551-02-1-01-","ORIFICE PLATE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","941003","55","46.05","1","0","1","46.05","06/26/2017","8","         ","            ","","",""
"485","551","    551-02-2-01-","ORIFICE PLATE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","941003","56","46.05","1","0","1","46.05","06/26/2017","8","         ","            ","","",""
"SWBS: ","551","551M - COMPRESSED","AIR                 ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 551 :      250295.69","","","","","","","","",""
"485","555","    555-07-61-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","53","24.19","1","0","1","24.19","06/12/2017","8","         ","            ","","",""
"485","555","    555-07-62-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","54","24.19","1","0","1","24.19","06/12/2017","8","         ","            ","","",""
"485","555","    555-07-63-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","55","24.19","1","0","1","24.19","06/12/2017","8","         ","            ","","",""
"485","555","    555-07-21-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941003","22","24.19","1","0","1","24.19","06/26/2017","8","         ","            ","","",""
"485","555","    555-07-22-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941003","23","24.19","1","0","1","24.19","06/26/2017","8","         ","            ","","",""
"485","555","    555-07-23-00","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941003","24","24.19","1","0","1","24.19","06/26/2017","8","         ","            ","","",""
"485","555","    555-07-E0002","WATER MIST FIRE FIGH ","SYSTEM    ","FIRE              ","   ","100158","960148","1","0","2","0","2","0","07/30/2018","8","         ","            ","","",""
"485","555","555-07-E0002-801","NOZZLE, SPRAY, 1"" FP ","NOZZLE    ","                  ","   ","100158","960148","2","0","30","0","30","0","08/01/2017","8","         ","            ","","",""
"485","555","555-07-E0002-801","NOZZLE, SPRAY, 1"" FP ","NOZZLE    ","                  ","   ","100158","960148","3","0","139","0","139","0","04/01/2018","8","         ","            ","","",""
"485","555","555-07-E0002-802","NOZZLE STRAINER KIT  ","KIT       ","                  ","   ","100158","960148","4","0","30","0","30","0","08/01/2017","8","         ","            ","","",""
"485","555","555-07-E0002-802","NOZZLE STRAINER KIT  ","KIT       ","                  ","   ","100158","960148","5","0","139","0","139","0","04/01/2018","8","         ","            ","","",""
"485","555","555-07-E0002-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100158","960148","6","0","1","0","1","0","07/30/2018","8","         ","            ","","",""
"485","555","555-07-E0002-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","100158","960148","7","0","1","0","1","0","07/30/2018","8","         ","            ","","",""
"485","555","555-07-E0002-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","100158","960148","8","0","1","0","1","0","07/30/2018","8","         ","            ","","",""
"485","555","555-07-E0002-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100158","960148","9","65812.4","1","0","1","65812.4","04/04/2017","8","         ","            ","","",""
"485","555","555-07-E0002-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100158","960148","10","197437.2","1","0","1","197437.2","08/15/2017","8","         ","            ","","",""
"485","555","555-07-E0002-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100158","960148","11","263249.6","1","0","1","263249.6","03/15/2018","8","         ","            ","","",""
"485","555","555-07-E0002-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100158","960148","12","65812.4","1","0","1","65812.4","06/15/2018","8","         ","            ","","",""
"485","555","555-07-E0002-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","100158","960148","13","65812.4","1","0","1","65812.4","07/30/2018","8","         ","            ","","",""
"SWBS: ","555","555M - FIREFIGHTING","                  ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 555 :      658269.14","","","","","","","","",""
"485","556","    556-03-00006","CLAMP BODY 1/2"", POL ","CLAMP     ","BODY              ","   ","103994","787064","4","0.54","305","0","305","164.7","05/10/2017","8","         ","            ","","",""
"485","556","    556-03-00009","COVERPLATE, STAUFF G ","COVERPLATE","                  ","   ","103994","787064","7","1","80","0","80","80","05/10/2017","8","         ","            ","","",""
"485","556","    556-03-00010","WELDPLATE, SINGLE, S ","WELD PLATE","SINGLE            ","   ","103994","787064","10","1","100","0","100","100","05/10/2017","8","         ","            ","","",""
"SWBS: ","556","556M - HYDRAULIC","SYSTEMS              ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 556 :        ","344.7","","","","","","","",""
"485","571","    571-01-00200","WINCH, GYPSY         ","WINCH     ","SYSTEM            ","   ","104362","960166","1","0","1","0","1","0","03/01/2019","8","         ","            ","","",""
"485","571","571-01-00200-801","WINCH                ","WINCH     ","                  ","   ","104362","960166","2","0","1","0","1","0","03/01/2019","8","         ","            ","","",""
"485","571","571-01-00200-802","CONTROLLER, MOTOR    ","CONTROLLER","MOTOR             ","   ","104362","960166","3","0","1","0","1","0","03/01/2019","8","         ","            ","","",""
"485","571","571-01-00200-803","PANEL, CONTROL       ","PANEL     ","CONTROL           ","   ","104362","960166","4","0","1","0","1","0","03/01/2019","8","         ","            ","","",""
