"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8036","483","573","      ","573-01-00015","231900-000000004","HEXAGON NUT (INCH SERIES) DE","322","322","04/23/2018","14","04/09/2018"," EA   ","0","0","322"," No     ","08/07/2015","05/31/2017","0.0959","30.8798"
"8036","483","573","      ","573-01-00016","231900-000000005","1/2"" WASHER, GR.8 STEEL (SAE","322","322","04/23/2018","14","04/09/2018"," EA   ","0","0","322"," No     ","08/07/2015","05/31/2017","0.05","16.1"
"8036","483","573","      ","573-10-00011","232800-000000029","BOLT, 1/2-13 UNC-2A x 2-1/2""","48","48","05/28/2018","14","05/14/2018"," EA   ","0","0","48"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","573","      ","573-10-00013","232800-000000030","NUT, SELF-LOCKING, 1/2""-13UN","48","48","05/28/2018","14","05/14/2018"," EA   ","0","0","48"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","581","      ","581-01-00018","703900-000000015","HEX NUTS, SELF LOCKING,  1/4","40","40","05/14/2018","30","04/14/2018"," EA   ","0","0","40"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","581","      ","581-01-00030","651120-000000004","GRATING CLIPS               ","40","40","05/14/2018","14","04/30/2018"," EA   ","0","0","40"," No     ","08/07/2015","05/31/2017","1.151","46.04"
"8036","483","581","      ","581-01-00104","750316010007-001","HAMMER, SLEDGE, 5LB RUBBER, ","1","1","05/21/2018","14","05/07/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","92.23","92.23"
"8036","483","581","      ","581-01-00105","753906-000000001","PRY BAR, OFFSET-PINCH AND PO","1","1","05/21/2018","14","05/07/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","33","33"
"8036","483","582","      ","582-01-00059","704300-000000004","STRAP, RATCHET TIEDOWN, 3""  ","2","2","07/02/2018","30","06/02/2018"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","60.85","121.7"
"8036","483","582","      ","582-01-00063","704300-000000005","WEBBING ASSEMBLY            ","1","1","07/02/2018","90","04/03/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","142.49","142.49"
"8036","483","582","      ","582-01-000S1","632426330036-001","SEALANT,DOW 736 RTV SILICONE","8","8","10/30/2017","10","10/20/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","23.57","188.56"
"8036","483","582","      ","582-01-0057A","702304-000000002","TURNBUCKLE, 5/16-18 THD, SS ","6","6","05/07/2018","30","04/07/2018"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","47.52","285.12"
"8036","483","583","      ","583-01-00016","700121-000000001","SEA PAINTER, 19MM DIA, 3 STR","150","150","04/09/2018","30","03/10/2018"," FT   ","0","0","150"," No     ","08/07/2015","05/31/2017","1.16","174"
"8036","483","583","      ","583-01-00024","700121-000000002","STEADYING LINE, 16MM DIA,3 S","300","300","04/09/2018","30","03/10/2018"," FT   ","0","0","300"," No     ","08/07/2015","05/31/2017","0.85","255"
"8036","483","583","      ","583-01-0002R","761900-000000001","RUBBER, NEOPRENE, BLACK, 3"" ","3","3","05/27/2017","30","04/27/2017"," EA   ","0","0","3"," No     ","08/07/2015","05/31/2017","477.19","1431.57"
"8036","483","583","      ","583-01-00053","700121-000000003","ROPE, NYLON, 3-STRAND, 1/4 D","2","2","04/09/2018","49","02/19/2018"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0.33","0.66"
"8036","483","583","      ","583-01-00055","704300-000000009","RATCHET STRAP, 2"" WIDE, NYLO","3","3","04/09/2018","30","03/10/2018"," EA   ","0","0","3"," No     ","08/07/2015","05/31/2017","147.53","442.59"
"8036","483","583","      ","583-01-00060","703200000000-001","STRAP, TIE-DOWN, 2"" RATCHET ","3","3","12/06/2017","30","11/06/2017"," EA   ","0","0","3"," No     ","09/25/2015","05/31/2017","0","0"
"8036","483","583","      ","583-01-0034A","728015290000-001","SLIP HOOK, CRES 316, MCMASTE","2","2","07/24/2017","14","07/10/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","28.66","57.32"
"8036","483","583","      ","583-02-00034","241012050400-001","LUBRICANT, ANTISIEZE, ZINC P","1","1","06/18/2018","42","05/07/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","24.37","24.37"
"8036","483","593","      ","593-02-M0006","808702-000000001","COVER, STL, FOR USE ON 4-1/2","2","2","06/19/2017","123","02/16/2017"," EA   ","0","0","2"," No     ","02/26/2016","05/31/2017","4.94","9.88"
"8036","483","602","      ","602-01-00004","741613-000000001","CARD HOLDER, TYPE ""D"", CARD ","85","85","01/18/2017","123","09/17/2016"," EA   ","0","0","85"," No     ","04/06/2016","05/31/2017","0","0"
"8036","483","602","      ","602-01-00006","741612-000000002","PLASTIC PROTECTOR FOR TYPE ""","85","85","01/18/2017","123","09/17/2016"," EA   ","0","0","85"," No     ","04/06/2016","05/31/2017","0","0"
"8036","483","602","      ","602-01-00029","790300-000000001","HOLDER, LABEL, 4 X 6-1/16, A","2","1","12/06/2017","180","06/09/2017"," EA   ","0","0","1"," No     ","01/14/2016","05/31/2017","4.11","4.11"
"8036","483","612","      ","612-01-00030","704300-000000011","TIE DOWN STRAP, 1"" WEB W/RAT","4","4","04/02/2018","42","02/19/2018"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","28.53","114.12"
"8036","483","612","      ","612-01-00033","704704-000000002","ANCHOR SHACKLE, FORGED STOCK","86","86","04/02/2018","42","02/19/2018"," EA   ","0","0","86"," No     ","08/07/2015","05/31/2017","30","2580"
"8036","483","612","      ","612-01-00036","780800-000000002","LIFELINE STOWAGE CHEST, 48""x","1","1","01/29/2018","123","09/28/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","633.02","633.02"
"8036","483","612","      ","612-01-00037","700121-000000008","ROPE, NYLON, 5/8 DIA TWISTED","1000","1000","04/02/2018","91","01/01/2018"," LF   ","0","0","1000"," No     ","08/07/2015","05/31/2017","0.85","850"
"8036","483","612","      ","612-01-00038","701505421100-001","COMPRESSION CONNECTION, CRES","384","364","01/18/2017","91","10/19/2016"," EA   ","370","0","14"," No     ","08/07/2015","05/31/2017","1.978","27.692"
"8036","483","612","      ","612-01-00039","704300-000000012","TIE DOWN STRAP, 1"" WEB W/RAT","14","14","04/02/2018","42","02/19/2018"," EA   ","0","0","14"," No     ","08/07/2015","05/31/2017","29.83","417.62"
"8036","483","612","      ","612-01-00040","721802260000-001","SNAP HOOK SAFETY CATCH, 9/16","20","20","06/19/2017","42","05/08/2017"," EA   ","0","0","20"," No     ","08/07/2015","05/31/2017","78.36","1567.2"
"8036","483","612","      ","612-01-00054","701600-000000002","CHAIN, MACHINE, STRAIGHT 1/4","140","140","04/02/2018","70","01/22/2018"," LF   ","0","0","140"," No     ","08/07/2015","05/31/2017","2.65","371"
"8036","483","612","      ","612-01-00055","701900-000000003","LINK, OPEN END, 1/4""DIA, ZIN","12","12","04/02/2018","42","02/19/2018"," EA   ","0","0","12"," No     ","08/07/2015","05/31/2017","0.878","10.536"
"8036","483","612","      ","612-01-00063","700100-000000006","LIFELINE, 9/16""DIA, CRES 304","115","115","04/02/2018","123","11/30/2017"," LF   ","0","0","115"," No     ","08/07/2015","05/31/2017","9.55","1098.25"
"8036","483","612","      ","612-01-00064","700100-000000007","LIFELINE, 7/16"" DIA, CRES 30","220","220","04/02/2018","70","01/22/2018"," LF   ","0","0","220"," No     ","08/07/2015","05/31/2017","5.63","1238.6"
"8036","483","612","      ","612-01-00068","542705-000000001","INSERT, THREADED, INTERNAL  ","6","6","04/28/2017","123","12/26/2016"," EA   ","4","0","2"," No     ","08/07/2015","05/31/2017","4.74","9.48"
"8036","483","612","      ","612-01-00068","542705-000000001","INSERT, THREADED, INTERNAL  ","6","6","04/28/2017","123","12/26/2016"," EA   ","4","0","2"," No     ","08/07/2015","05/31/2017","4.74","9.48"
"8036","483","612","      ","612-01-00084","717030380000-547","CONNECTOR, CARABINER, SST 31","29","29","05/29/2017","14","05/15/2017"," EA   ","0","0","29"," No     ","08/07/2015","05/31/2017","18.1","524.9"
"8036","483","612","      ","612-02-00030","710830200032-555","WASHER, FLAT, 3/8"", CRES 316","256","256","08/14/2017","14","07/31/2017"," EA   ","0","0","256"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","612","      ","612-02-00031","712230020004-556","SCREW, HEX HD, 3/8""-16UNC X ","256","256","08/14/2017","14","07/31/2017"," EA   ","0","0","256"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","613","      ","613-01-00018","700906-000000001","SHACKLE, 1/2"" SAFETY SNAP, S","4","4","07/09/2018","56","05/14/2018"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","76.94","307.76"
"8036","483","613","      ","613-01-00028","721815370000-001","HOOK, SNAP, QUICK ACTINS,   ","26","26","12/06/2017","123","08/05/2017"," EA   ","0","0","26"," No     ","08/07/2015","05/31/2017","16.98","441.48"
"8036","483","613","      ","613-01-00034","702322-000000001","TURNBUCKLE, 5/8""X18"" JAW & J","2","2","07/09/2018","123","03/08/2018"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","613","      ","613-01-00035","720502-000000001","PULL PIN SNAP               ","4","4","12/06/2017","56","10/11/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","122.87","491.48"
"8036","483","613","      ","613-01-00055","720002-000000001","PIN, STEEL SLOTTED SPRING, 3","8","8","08/14/2017","14","07/31/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0.694","5.552"
"8036","483","613","      ","613-01-00071","700100-000000004","CORD, ROPE SEIZING, WAXED LI","2","2","07/09/2018","42","05/28/2018"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","53.68","107.36"
"8036","483","613","      ","613-01-00073","700516-000000002","SWIVEL, LINK & JAW, 1/2"" GAL","6","6","07/09/2018","30","06/09/2018"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","37.42","224.52"
"8036","483","622","      ","622-01-00008","700100-000000008","WIRE ROPE, 1/16"" X 50' LONG ","42","42","12/20/2017","30","11/20/2017"," LF   ","0","0","42"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","622","      ","622-01-00009","700226-000000001","OVAL SLEEVE FOR 1/16"" DIA WI","38","38","12/20/2017","30","11/20/2017"," EA   ","0","0","38"," No     ","08/07/2015","05/31/2017","0.85","32.3"
"8036","483","622","      ","622-01-00010","723815000000-002","SURFACE MOUNT HINGE, CRES 31","30","30","12/06/2017","14","11/22/2017"," EA   ","0","0","30"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","622","      ","622-01-00018","700204-000000001","SLEEVE, OVAL, FOR 1/8"", SS 3","260","260","12/06/2017","123","08/05/2017"," EA   ","5","0","255"," No     ","06/22/2015","05/31/2017","1.912","487.56"
"8036","483","622","      ","622-01-00019","701500-000000003","WIRE ROPE, 1/8"", FLEX, 316 S","150","150","12/06/2017","30","11/06/2017"," LF   ","0","0","150"," No     ","06/22/2015","05/31/2017","0.84","126"
"8036","483","622","      ","622-01-00023","701606-000000002","CHAIN, MACHINE, STRAIGHT    ","1060","1060","12/06/2017","30","11/06/2017"," LF   ","0","0","1060"," No     ","06/22/2015","05/31/2017","2.65","2809"
"8036","483","622","      ","622-01-00028","704705-000000006","ANCHOR SHACKLE, 9.5 MM (3/8""","403","403","12/06/2017","30","11/06/2017"," EA   ","5","0","398"," No     ","06/22/2015","05/31/2017","18.09","7199.82"
"8036","483","622","      ","622-01-0006A","721815000000-001","SNAP HOOK, TYPE 3           ","60","60","12/06/2017","14","11/22/2017"," EA   ","0","0","60"," No     ","06/22/2015","05/31/2017","0","0"
"8036","483","622","      ","622-01-0020A","713331330000-566","SADDLE CLIP, SS, 1-3/16"" SPA","429","429","11/13/2017","14","10/30/2017"," EA   ","389","0","40"," No     ","08/26/2015","05/31/2017","1.151","46.04"
"8036","483","622","      ","622-01-0029A","712307290000-567","STUD, FULL BASE, 1/4-20UNC-2","390","390","11/13/2017","14","10/30/2017"," EA   ","0","0","390"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","623","      ","623-05-00018","721803-000000001","SNAP HOOK, 1/2"" MIN THROAT 5","28","28","01/18/2017","30","12/19/2016"," EA   ","0","0","28"," No     ","08/07/2015","05/31/2017","4","112"
"8036","483","623","      ","623-06-00020","710804200032-577","WASHER, FLAT, CRES, 3/8"", 30","8","8","09/11/2017","14","08/28/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","625","      ","625-01-00017","810103-000000020","NEOPRENE GASKET STRIP, SELF-","9","9","09/11/2017","45","07/28/2017"," EA   ","0","0","9"," No     ","08/07/2015","05/31/2017","44.52","400.68"
"8036","483","625","      ","625-01-00020","632426330036-001","SEALANT,DOW 736 RTV SILICONE","3","1","06/24/2017","10","06/14/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","23.57","23.57"
"8036","483","630","      ","630-02-00009","632431-000000002","POLYSULFIDE SEALANT,(CHROMAT","24","24","01/18/2017","35","12/14/2016"," EA   ","0","0","24"," No     ","07/29/2016","05/31/2017","0","0"
"8036","483","630","      ","630-02-00010","632429584139-001","SEALANT, POLYSULFIDE, CHROM-","6","6","01/18/2017","35","12/14/2016"," KT   ","0","0","6"," No     ","04/13/2016","05/31/2017","70.32","421.92"
"8036","483","630","      ","630-02-00012","630100000027-001","PAINT, PRIMER               ","1","1","01/18/2017","35","12/14/2016"," GL   ","0","0","1"," No     ","08/17/2016","05/31/2017","0","0"
"8036","483","630","      ","630-02-00013","630115070004-001","PAINT, EPOXY POLYAMIDE, PRIM","1","1","01/18/2017","35","12/14/2016"," KT   ","0","0","1"," No     ","08/17/2016","05/31/2017","0","0"
"8036","483","630","      ","630-02-00014","630115070004-002","PAINT, EPOXY-POLYAMIDE, GREE","1","1","01/18/2017","35","12/14/2016"," KT   ","0","0","1"," No     ","09/08/2016","05/31/2017","0","0"
"8036","483","630","      ","630-02-0012B","630100440027-001","PAINT, ZINC MOLYBDATE, YELLO","1","1","01/18/2017","35","12/14/2016"," GL   ","0","0","1"," No     ","09/02/2016","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L1","630200120323-001","PAINT, ANTI- CORROSION  MIL-","300","300","01/18/2017","35","12/14/2016"," GL   ","0","0","300"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L2","630200120323-002","PAINT, ANTI- CORROSION  MIL-","200","200","01/18/2017","35","12/14/2016"," GL   ","0","0","200"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L5","630600252700-001","MS-200 LOW V.O.C. ACRYLIC   ","60","60","01/18/2017","60","11/19/2016"," GL   ","0","0","60"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L6","630600252700-002","MS-200 LOW V.O.C. ACRYLIC EP","15","15","01/18/2017","60","11/19/2016"," GL   ","0","0","15"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L7","630600252700-003","MS-200 LOW V.O.C. ACRYLIC EP","15","15","01/18/2017","60","11/19/2016"," GL   ","0","0","15"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L8","630100250608-001","PRIMER,NON-SKID,MIL-PRF-2466","120","120","01/18/2017","60","11/19/2016"," GL   ","0","0","120"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-000L9","630100250608-002","PRIMER,NON-SKID,MIL-PRF-2466","300","300","01/18/2017","60","11/19/2016"," GL   ","0","0","300"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L10","630100250608-003","PRIMER,NON-SKID,MIL-PRF-2466","500","500","01/18/2017","35","12/14/2016"," GL   ","0","0","500"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L11","630215260308-001","PAINT SPRAY NON-SKID MIL-PRF","250","250","01/18/2017","35","12/14/2016"," GL   ","0","0","250"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L12","630215260308-002","PAINT SPRAY NON-SKID MIL-PRF","75","75","01/18/2017","35","12/14/2016"," GL   ","0","0","75"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L17","630600003428-001","PAINT,MIL-PRF-24635 (LSA) NI","80","80","01/18/2017","35","12/14/2016"," GL   ","0","0","80"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L18","630600480300-001","PAINT,SHERWIN-WILLIAMS POLYS","20","20","01/18/2017","35","12/14/2016"," GL   ","0","0","20"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L19","630600480300-002","PAINT,SHERWIN-WILLIAMS POLYS","15","15","01/18/2017","60","11/19/2016"," GL   ","0","0","15"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L20","630600480300-003","PAINT,SHERWIN-WILLIAMS POLYS","30","30","01/18/2017","60","11/19/2016"," GL   ","0","0","30"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L21","630600121900-003","PAINT,DOD-E-24607A, TYPE II(","50","50","01/18/2017","35","12/14/2016"," GL   ","0","0","50"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L22","630200032911-001","PAINT, DOD-E-24607 CHLORINAT","400","400","01/18/2017","35","12/14/2016"," GL   ","0","0","400"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L23","630200032911-002","PAINT, DOD-E-24607 CHLORINAT","400","400","01/18/2017","35","12/14/2016"," GL   ","0","0","400"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L24","630200032911-003","PAINT, DOD-E-24607 CHLORINAT","130","130","01/18/2017","35","12/14/2016"," GL   ","0","0","130"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L25","630200142911-001","PAINT, MIL-PRF-24607, CHLORI","150","150","01/18/2017","35","12/14/2016"," GL   ","0","0","150"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L26","630600200000-001","ANTI CONDENSATION TEMPCOAT 1","125","125","01/18/2017","35","12/14/2016"," GL   ","0","0","125"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L30","630200121926-004","PAINT, HIGH SOLID EDGE RETEN","150","150","01/18/2017","35","12/14/2016"," GL   ","0","0","150"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L31","630200121926-005","PAINT, HIGH SOLID EDGE RETEN","150","150","01/18/2017","35","12/14/2016"," GL   ","0","0","150"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L32","630200121926-006","PAINT, HIGH SOLID EDGE RETEN","108","108","01/18/2017","35","12/14/2016"," GL   ","0","0","108"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L32","630200121926-006","PAINT, HIGH SOLID EDGE RETEN","108","108","01/18/2017","35","12/14/2016"," GL   ","0","0","108"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","631","      ","631-01-00L37","630200430004-002","FORMULA 111 EPOXY           ","60","60","01/18/2017","35","12/14/2016"," GL   ","0","0","60"," No     ","08/07/2015","05/31/2017","0","0"
