"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8036","483","259","      ","259-05-00430","714814-000000001","CAPSCREW, HEX HD, 3/4-10UNC-","1","1","03/30/2017","56","02/02/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","6.87","6.87"
"8036","483","259","      ","259-05-00513","715414667100-003","NUT, HEX, HEAVY JAM, 1-1/2-6","1","1","03/30/2017","56","02/02/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","14.95","14.95"
"8036","483","259","      ","259-05-00513","715414667100-003","NUT, HEX, HEAVY JAM, 1-1/2-6","1","1","03/30/2017","56","02/02/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","14.95","14.95"
"8036","483","259","      ","259-05-00525","712014023800-014","HEX HD CAPSCREW, 1-1/8-7UNC-","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","39.84","79.68"
"8036","483","259","      ","259-05-00526","710314664100-002","NUT, HVY HEX, 1-1/8-7UNC-2B ","7","7","12/20/2017","56","10/25/2017"," EA   ","0","0","7"," No     ","08/07/2015","05/31/2017","8.95","62.65"
"8036","483","259","      ","259-05-00527","715414667100-002","NUT,HVY HEX JAM, 1-1/8-7UNC-","7","7","12/20/2017","56","10/25/2017"," EA   ","0","0","7"," No     ","08/07/2015","05/31/2017","6.95","48.65"
"8036","483","259","      ","259-05-00528","712002023336-004","HEX HD CAP SCREW,1-1/8-7UNC-","4","4","12/20/2017","56","10/25/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00529","710302663336-001","NUT, HVY HEX, 1-1/8-7UNC-2B ","4","4","12/20/2017","56","10/25/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00533","712002023336-003","HEX HD CAP SCREW, 7/8-9UNC-2","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00535","710302693336-003","NUT, HEX, 7/8-9UNC-2B       ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00536","715416694400-002","NUT, HEX JAM, 7/8-9UNC-2B   ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","3.95","7.9"
"8036","483","259","      ","259-05-00537","710314694400-001","NUT, HEX, 7/8-9UNC-2B, SELF ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00538","715416694400-001","NUT, HEX JAM, 3/4-10UNC-2B, ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","3.95","7.9"
"8036","483","259","      ","259-05-00539","710830-000000001","WASHER, FLAT, 7/8"", CRES 316","12","12","12/20/2017","56","10/25/2017"," EA   ","0","0","12"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00540","714424-000000001","WASHER, 7/8"" DIA, CRES 321  ","4","4","12/20/2017","56","10/25/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","6.95","27.8"
"8036","483","259","      ","259-05-00541","715414667100-001","NUT, HVY HEX JAM, 1-8UNC-2B ","4","4","12/20/2017","56","10/25/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","5.49","21.96"
"8036","483","259","      ","259-05-00543","710314664400-001","NUT, HVY HEX, 1-8UNC-2B     ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00545","715402663336-002","NUT, HVY HEX JAM, 1-8UNC-2B ","3","3","12/20/2017","56","10/25/2017"," EA   ","0","0","3"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00546","710302030012-001","NUT, HVY HEX, SELF LKG      ","1","1","12/20/2017","56","10/25/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-00552","712014023800-007","HEX HD CAP SCREW, 1-8UNC-2A ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","19.95","39.9"
"8036","483","259","      ","259-05-00553","712014023800-004","HEX HD CAP SCREW,1-1/8-7UNC-","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","39.95","79.9"
"8036","483","259","      ","259-05-00554","714424-000000002","WASHER, 2-3/4"" OD X 1-3/16""I","8","8","12/20/2017","56","10/25/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","24","192"
"8036","483","259","      ","259-05-00573","712014023800-002","HEX HD CAP SCREW, 1-1/8-7UNC","2","2","12/20/2017","70","10/11/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","39.95","79.9"
"8036","483","259","      ","259-05-00574","712014023800-003","HEX HD CAP SCREW, 1-1/8-7UNC","1","1","12/20/2017","70","10/11/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","37.95","37.95"
"8036","483","259","      ","259-05-00610","712000-000000002","CAPSCREW, 1-5/8""-8UNC-2A, ST","1","1","05/05/2017","240","09/07/2016"," EA   ","0","0","1"," No     ","05/04/2016","05/31/2017","0","0"
"8036","483","259","      ","259-05-0409A","714814023800-004","CAPSCREW, HEX HEAD, 1-5/8-8U","14","14","03/30/2017","14","03/16/2017"," EA   ","5","0","9"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-0501T","712601-000000001","ROD, CONT THD, 3/4"", 6 LG, C","1","1","03/30/2017","14","03/16/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-0534A","714814023800-002","CAPSCREW, HEX HEAD, -7/8-9UN","2","2","12/20/2017","14","12/06/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-05-0579A","714814023800-003","CAPSCREW, HEX HEAD, 1-5/8-8U","1","1","12/20/2017","14","12/06/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00040","712014023800-018","HEX HEAD CAP SCREW, 1/2-13UN","240","240","05/14/2018","56","03/19/2018"," EA   ","68","0","172"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00041","710214695135-001","NUT, HEX, 1/2-13UNC-2A      ","240","240","05/14/2018","56","03/19/2018"," EA   ","0","0","240"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00045","714424-000000003","WASHER FLAT, 2"" OD X 0.53"" I","240","240","05/14/2018","56","03/19/2018"," EA   ","0","0","240"," No     ","08/07/2015","05/31/2017","6.94","1665.6"
"8036","483","259","      ","259-06-00106","714830020035-026","CAPSCREW, 3/4-10 UNC-2A x 2-","306","306","07/03/2017","42","05/22/2017"," EA   ","0","0","306"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00107","714830020035-028","CAPSCREW, 5/8-11 UNC-2A x 3-","136","136","07/03/2017","42","05/22/2017"," EA   ","0","0","136"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00121","714816023800-001","CAPSCREW, 5/8-11 UNC-2A x 1-","136","136","02/12/2018","42","01/01/2018"," EA   ","0","0","136"," No     ","08/07/2015","05/31/2017","6.93","942.48"
"8036","483","259","      ","259-06-00850","710124032135-001","BOLT, 1/2""-13UNC X 2-1/2""   ","18","18","12/06/2017","10","11/26/2017"," EA   ","0","0","18"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-00851","710124032135-002","BOLT, 1/2""-13UNC X 3-1/4""   ","18","18","12/06/2017","10","11/26/2017"," EA   ","0","0","18"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-06-0101A","712014023800-016","HEX HD CAPSCREW, 5/8-11 UNC ","500","500","01/18/2017","21","12/28/2016"," EA   ","0","0","500"," No     ","08/07/2015","05/31/2017","6.21","3105"
"8036","483","259","      ","259-07-00028","710102023800-002","BOLT, HEX, 5/8""-11UNC-2A, 3.","48","48","12/06/2017","14","11/22/2017"," EA   ","0","0","48"," No     ","08/07/2015","05/31/2017","7.95","381.6"
"8036","483","259","      ","259-07-00030","712014023800-022","HEX HEAD CAP SCREW, 3/4-10UN","108","108","06/26/2017","14","06/12/2017"," EA   ","0","0","108"," No     ","08/07/2015","05/31/2017","7.95","858.6"
"8036","483","259","      ","259-07-00095","712014023800-011","HEX HD CAP SCREW, 3/4-10UNC-","16","16","05/14/2018","10","05/04/2018"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-07-00096","712014023800-025","HEX HEAD CAP SCREW, 5/8-11UN","64","64","05/22/2017","10","05/12/2017"," EA   ","16","0","48"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","259","      ","259-07-00100","710214664300-001","NUT, HEX, HEAVY, 5/8""-11UNC-","1604","1604","01/18/2017","21","12/28/2016"," EA   ","0","0","1604"," No     ","08/07/2015","05/31/2017","0.27","433.08"
"8036","483","259","      ","259-07-00102","710214664300-002","NUT, HEX, HEAVY, 3/4""-11UNC-","481","481","03/30/2017","21","03/09/2017"," EA   ","0","0","481"," No     ","08/07/2015","05/31/2017","0.65","312.65"
"8036","483","259","      ","259-07-00123","712316-000000001","STUD-BOLT, 3/4-10UNC,CR-MO-V","88","88","06/26/2017","14","06/12/2017"," EA   ","0","0","88"," No     ","08/07/2015","05/31/2017","3.14","276.32"
"8036","483","259","      ","259-07-00124","714814-000000002","CAPSCREW, 3/4""-10UNC-2A, CR-","88","88","06/26/2017","14","06/12/2017"," EA   ","0","0","88"," No     ","08/07/2015","05/31/2017","7.3","642.4"
"8036","483","259","      ","259-07-00125","714814-000000003","CAPSCREW, .75-10UNC-2A, CR-M","88","88","06/26/2017","14","06/12/2017"," EA   ","0","0","88"," No     ","05/04/2016","05/31/2017","8.16","718.08"
"8036","483","259","      ","259-07-00202","714814-000000004","CAPSCREW, 1/2-13UNC-2A, CR-M","8","8","06/26/2017","45","05/12/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","8.95","71.6"
"8036","483","259","      ","259-07-00203","710214-000000002","NUT, 1/2-13UNC-2B, CR-MO-V  ","8","8","06/26/2017","45","05/12/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","1.95","15.6"
"8036","483","259","      ","259-07-00404","714814-000000005","CAPSCREW, HEX HD, 5/8-11UNC,","20","20","06/05/2017","14","05/22/2017"," EA   ","0","0","20"," No     ","05/04/2016","05/31/2017","8.96","179.2"
"8036","483","259","      ","259-07-0051A","710114023800-001","BOLT, HEX, 5/8""-11UNC-2A,   ","80","80","12/06/2017","14","11/22/2017"," EA   ","0","0","80"," No     ","08/07/2015","05/31/2017","6.4","512"
"8036","483","259","      ","259-07-00701","710314694300-001","NUT,HEX,SLFLKG,.625-11UNC-2B","16","16","12/06/2017","91","09/06/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","1.99","31.84"
"8036","483","259","      ","259-07-00702","712014023800-017","HEX HEAD CAP SCR,.625-11UNC-","16","16","12/06/2017","91","09/06/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","6.03","96.48"
"8036","483","320","      ","320-09-00017","632426330036-008","SEALANT,DOW 736 RTV SILICONE","2","2","08/19/2017","10","08/09/2017"," EA   ","0","0","2"," No     ","04/06/2016","05/31/2017","23.57","47.14"
"8036","483","321","      ","321-02-00182","712407670000-002","STUD, SHOULDER, ALUM, 6"", AR","50","50","01/18/2017","123","09/17/2016"," EA   ","0","0","50"," No     ","08/07/2015","05/31/2017","2.5","125"
"8036","483","321","      ","321-02-00185","712402670000-005","STUD SHLDR STL, 1/2-13 0.75 ","200","200","01/18/2017","56","11/23/2016"," EA   ","0","0","200"," No     ","08/07/2015","05/31/2017","2.48","496"
"8036","483","321","      ","321-02-00185","712402670000-005","STUD SHLDR STL, 1/2-13 0.75 ","200","200","01/18/2017","56","11/23/2016"," EA   ","0","0","200"," No     ","08/07/2015","05/31/2017","2.48","496"
"8036","483","321","      ","321-02-00186","712402670000-006","STUD SHLDR STL, 1/2-13 1.00 ","200","200","01/18/2017","56","11/23/2016"," EA   ","0","0","200"," No     ","08/07/2015","05/31/2017","2.9","580"
"8036","483","321","      ","321-02-00187","712402670000-007","STUD SHLDR STL, 1/2-13 1.00 ","200","200","01/18/2017","56","11/23/2016"," EA   ","19","0","181"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00188","712402670000-008","STUD SHLDR STL, 1/2-13 1.50 ","200","200","01/18/2017","56","11/23/2016"," EA   ","0","0","200"," No     ","08/07/2015","05/31/2017","3.15","630"
"8036","483","321","      ","321-02-00189","712404670000-004","STUD SHLDR STL, 1/2-13 1.50 ","200","200","01/18/2017","56","11/23/2016"," EA   ","0","0","200"," No     ","08/07/2015","05/31/2017","3.24","648"
"8036","483","321","      ","321-02-00272","632400000000-002","SEALANT, FIWA,310 ML CARTRID","40","40","01/18/2017","45","12/04/2016"," EA   ","0","0","40"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00405","712407744800-001","STUD, WELD, ALUMINUM, M6 X 1","10","10","01/18/2017","45","12/04/2016"," EA   ","0","0","10"," No     ","08/07/2015","05/31/2017","36","360"
"8036","483","321","      ","321-02-00407","710207690000-001","NUT, ALUMINUM, M6 X 1 (USED ","6","6","01/18/2017","45","12/04/2016"," EA   ","0","0","6"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00431","712407674800-004","STUD, SHLDR ALUM, 1/4""-20,  ","100","100","01/18/2017","42","12/07/2016"," EA   ","0","0","100"," No     ","08/07/2015","05/31/2017","2.65","265"
"8036","483","321","      ","321-02-00434","712407824800-015","COLLAR STUD, ALUM, 3""-CKA .2","50","50","01/18/2017","42","12/07/2016"," EA   ","0","0","50"," No     ","08/07/2015","05/31/2017","14.1","705"
"8036","483","321","      ","321-02-00438","712407824800-018","COLLAR STUD, ALUM, 1""-CKA .3","120","120","01/18/2017","42","12/07/2016"," EA   ","0","0","120"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00439","712407824800-019","COLLAR STUD, ALUM, 2""-CKA .3","120","120","01/18/2017","42","12/07/2016"," EA   ","0","0","120"," No     ","08/07/2015","05/31/2017","5.75","690"
"8036","483","321","      ","321-02-00440","712407824800-020","COLLAR STUD, ALUM, 3""-CKA .3","275","275","01/18/2017","42","12/07/2016"," EA   ","0","0","275"," No     ","08/07/2015","05/31/2017","7.35","2021.25"
"8036","483","321","      ","321-02-00441","712407824800-021","COLLAR STUD, ALUM, 1""-CKA .4","120","120","01/18/2017","42","12/07/2016"," EA   ","0","0","120"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00442","712407824800-022","COLLAR STUD, ALUM, 2""-CKA .4","275","275","01/18/2017","42","12/07/2016"," EA   ","0","0","275"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00443","712407824800-023","COLLAR STUD, ALUM, 3""-CKA .4","220","220","01/18/2017","42","12/07/2016"," EA   ","143","0","77"," No     ","08/07/2015","05/31/2017","10.1","777.7"
"8036","483","321","      ","321-02-00444","712402670000-009","STUD SHLDR STL, 3/8"" NOM 4"" ","100","100","01/18/2017","56","11/23/2016"," EA   ","5","0","95"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00445","712402670000-010","STUD SHLDR STL, 3/8"" NOM 5"" ","100","100","01/18/2017","56","11/23/2016"," EA   ","0","0","100"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00446","712402670000-011","STUD SHLDR STL, 3/8"" NOM 6"" ","60","60","01/18/2017","56","11/23/2016"," EA   ","0","0","60"," No     ","08/07/2015","05/31/2017","5.9","354"
"8036","483","321","      ","321-02-00447","712407674800-005","STUD, SHLDR ALUM, 1/4""-20,  ","100","100","01/18/2017","42","12/07/2016"," EA   ","0","0","100"," No     ","08/07/2015","05/31/2017","1.4","140"
"8036","483","321","      ","321-02-00448","712407674800-006","STUD, SHLDR ALUM, 1/4""-20,  ","100","100","01/18/2017","42","12/07/2016"," EA   ","2","0","98"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","321","      ","321-02-00449","712402670000-012","STUD, SHOULDER , 3/8""DIA X1""","100","100","01/18/2017","28","12/21/2016"," EA   ","0","0","100"," No     ","08/07/2015","05/31/2017","2.7","270"
"8036","483","321","      ","321-02-00609","710208020000-002","NUT, HEX HEAVY, 3/8"", RED NY","1000","1000","01/18/2017","14","01/04/2017"," EA   ","411","0","589"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","424","      ","424-01-00016","632500374000-001","LOCTITE 259 (THREAD SEALANT)","1","1","06/24/2017","35","05/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","433","      ","433-01-00012","500445-000000001","HOSE,  2"", CLEAR, BLO-R-VAC ","105","105","09/28/2017","49","08/10/2017"," FT   ","0","0","105"," No     ","05/06/2016","05/31/2017","3.36","352.8"
"8036","483","437","      ","437-03-00056","710112080000-001","BOLT,SOCKET HEAD,M10X48MM LG","16","16","07/03/2017","123","03/02/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-03-00057","714412640000-001","WASHER,LOCK,HI-COLLAR,M10   ","16","16","07/03/2017","91","04/03/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00112","710104022138-001","BOLT, 3/8""-16UNC, 1-1/2"", RE","212","212","06/05/2017","10","05/26/2017"," EA   ","0","0","212"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00113","710804000000-001","WASHER, FLAT, 3/8"", STAINLES","264","264","06/05/2017","35","05/01/2017"," EA   ","0","0","264"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00114","710904000000-001","WASHER, HELICAL SPRING LOCK,","264","264","06/05/2017","10","05/26/2017"," EA   ","0","0","264"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00116","712604000000-001","THREADED ROD, 3/8""-16 X 12' ","10","10","06/05/2017","14","05/22/2017"," EA   ","0","0","10"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00118","710204020000-001","NUT, 3/8-16UNC-2B, SSTL 316 ","52","52","06/05/2017","20","05/16/2017"," EA   ","0","0","52"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","437","      ","437-12-00120","714404000000-002","FENDER WASHER, 6MM , STAINLE","10","10","06/05/2017","14","05/22/2017"," PG   ","0","0","10"," No     ","08/07/2015","05/31/2017","4.29","42.9"
"8036","483","505","      ","505-01-N9094","710302660006-001","LOCKNUT, HVY HEX, 5/8"", STEE","87","87","01/18/2017","30","12/19/2016"," EA   ","54","0","33"," No     ","08/07/2015","05/31/2017","8.29","273.57"
"8036","483","505","      ","505-01-N9098","710112022511-021","BOLT, REG HEX, 7/8""-9UNC X 2","48","48","01/18/2017","91","10/19/2016"," EA   ","0","0","48"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","505","      ","505-01-N9102","710112082540-002","BOLT, SOCKET HEAD, 3/8-16   ","16","16","01/18/2017","91","10/19/2016"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","505","      ","505-01-N9103","714412640024-001","WASHER, LOCK, HI-COLLAR     ","80","80","01/18/2017","30","12/19/2016"," EA   ","0","0","80"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","505","      ","505-TL-PBEND","SRV523-031300002","BENDING TOOLS CONSUMABLE    ","1","1","01/18/2017","123","09/17/2016"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","507","      ","507-03-00001","790300-000000002","LABEL HOLDER, 8-1/2"" X 11-1/","1","1","05/15/2017","14","05/01/2017"," EA   ","0","0","1"," No     ","02/10/2016","05/31/2017","10.08","10.08"
"8036","483","512","      ","512-00-00001","714830020035-012","CAPSCREW, 3/8-16 UNC-2A x 4""","88","88","01/18/2017","42","12/07/2016"," EA   ","0","0","88"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00003","714830020035-015","CAPSCREW, 3/8-16 UNC-2A x 5""","136","136","01/18/2017","42","12/07/2016"," EA   ","0","0","136"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00005","714830020035-023","CAPSCREW, 1/2-13 UNC-2A x 5""","106","106","01/18/2017","42","12/07/2016"," EA   ","0","0","106"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00006","714830020035-024","CAPSCREW, 1/2-13 UNC-2A x 5-","70","70","01/18/2017","42","12/07/2016"," EA   ","0","0","70"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00009","714830020035-013","CAPSCREW, 3/8-16 UNC-2A x 4-","314","314","01/18/2017","42","12/07/2016"," EA   ","0","0","314"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00017","714830-000000001","CAPSCREW, 3/8-16 UNC-2A x 1-","182","182","01/18/2017","42","12/07/2016"," EA   ","0","0","182"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00019","714830020035-010","CAPSCREW, 3/8-16 UNC-2A x 3-","86","86","01/18/2017","42","12/07/2016"," EA   ","0","0","86"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00027","714830020035-029","CAPSCREW, 1/2-13 UNC-2A x 1-","110","110","01/18/2017","42","12/07/2016"," EA   ","0","0","110"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-00-00028","714830-000000003","CAPSCREW, 3/8-16 UNC-2A x 1-","664","664","01/18/2017","42","12/07/2016"," EA   ","0","0","664"," No     ","07/23/2015","05/31/2017","0","0"
"8036","483","512","      ","512-06-00013","712204-000000001","SCREW, CAPTIVE, ASSY, STEEL ","130","2","07/03/2017","123","03/02/2017"," EA   ","0","128","130"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","512","      ","512-06-0013A","712900-000000001","SCREW-LOCK HELICAL INSERTS W","13","0.2","07/03/2017","45","05/19/2017"," PG   ","0","12.8","13"," No     ","08/07/2015","05/31/2017","6.53","84.89"
"8036","483","521","      ","521-01-00010","711340420000-001","PIN, CLEVIS, 3/8"" DIA x 2-3/","182","182","01/18/2017","10","01/08/2017"," EA   ","0","0","182"," No     ","08/07/2015","05/31/2017","2.75","500.5"
"8036","483","533","      ","533-01-00003","502000222917-003","REEL, HOSE, SELF RETRACTING ","2","2","06/26/2017","123","02/23/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","533","      ","533-01-00004","504344000013-Z01","HOSE, HEAVY DUTY, RUBBER, 3/","4","4","03/02/2017","49","01/12/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","28.28","113.12"
"8036","483","549","      ","549-01-50047","240822000000-001","LUBRICANT, DRY FILM, MOLYKOT","1","1","12/20/2017","123","08/19/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","45.91","45.91"
"8036","483","549","      ","549-01-50047","240822000000-001","LUBRICANT, DRY FILM, MOLYKOT","1","1","12/20/2017","123","08/19/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","45.91","45.91"
"8036","483","551","      ","551-01-M0020","504414000014-Z01","HOSE REEL, OPEN STEEL, SELF ","1","1","06/26/2017","123","02/23/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","275.02","275.02"
"8036","483","551","      ","551-01-M0021","504414000014-Z02","HOSE REEL, OPEN STEEL, SELF ","3","3","04/14/2017","123","12/12/2016"," EA   ","2","0","1"," No     ","08/07/2015","05/31/2017","645.72","645.72"
"8036","483","571","      ","571-01-00072","710130020000-003","BOLT, 1/2""-13UNC2A X 2-1/2""L","28","28","11/13/2017","14","10/30/2017"," EA   ","0","0","28"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00073","710202020000-002","NUT, 1/2-13UNC3B HEX CENTERL","74","74","11/13/2017","14","10/30/2017"," EA   ","0","0","74"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00074","714404000000-001","WASHER, 0.531 ID X 1.062 OD ","74","74","11/13/2017","14","10/30/2017"," EA   ","0","0","74"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00084","710104690000-001","BOLT, HEX HD, 1-1/8""-7UNC-2A","16","16","11/13/2017","123","07/13/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00085","710204690000-001","NUT, HEX, 1-1/8""-7UNC-3B    ","16","16","11/13/2017","123","07/13/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00088","710204690000-002","NUT, HEX, 1-3/4""-5UNC-3B    ","4","4","11/13/2017","123","07/13/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00091","711304-000000002","HI-LOK FASTENER, PIN & COLLA","56","56","08/14/2017","123","04/13/2017"," EA   ","0","0","56"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","571","      ","571-01-00094","710330690000-001","NUT, HEX, 1/4-20UNC-2B, SLFL","4","4","11/13/2017","14","10/30/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0.1648","0.6592"
"8036","483","571","      ","571-01-00114","712900000000-001","THREADED INSERT, 1/2""-13 INT","20","20","11/13/2017","49","09/25/2017"," EA   ","0","0","20"," No     ","08/07/2015","05/31/2017","4.74","94.8"
"8036","483","571","      ","571-01-00121","711300000000-004","PIN, CLEVIS, SSTL, 1/2 X 1-3","2","2","11/13/2017","123","07/13/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","8.43","16.86"
"8036","483","571","      ","571-01-00122","711300000000-002","PIN, WIRE LOCK, SSTL, 1/4 X ","1","1","11/13/2017","123","07/13/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","6.35","6.35"
"8036","483","571","      ","571-01-00124","711300000000-003","HI-LOCK FASTENER, PIN       ","4","4","11/13/2017","14","10/30/2017"," EA   ","0","0","4"," No     ","10/06/2015","05/31/2017","67.86","271.44"
"8036","483","571","      ","571-01-00125","712230320000-003","SCREW, FLAT HD, 1/4""-20, CRE","1","1","11/13/2017","14","10/30/2017"," PG   ","0","0","1"," No     ","02/28/2017","05/31/2017","4.15","4.15"
"8036","483","571","      ","571-01-0087A","710130020000-009","BOLT, 1-3/4""-5UNC-2A, SS 316","4","4","11/13/2017","14","10/30/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8036","483","573","      ","573-01-00014","231900-000000003","HEXAGON SOCKET FLAT COUNTERS","322","322","04/23/2018","14","04/09/2018"," EA   ","0","0","322"," No     ","08/07/2015","05/31/2017","0.45","144.9"
