"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"485","127","127-01-53301-L11","CERTIFICATES, REGULATORY BODY ","CERTIFICAT","REGULATORY        ","   ","100979","941010","3","0","1","0","1","0","08/03/2018","       /    /    ","            ","            ",""
"485","127","127-01-53301-800","SIGHT GLASS, LEVEL INDICATOR  ","SIGHT GLAS","INDICATOR         ","   ","100979","941010","4","0","1","0","1","0","08/03/2018","       /    /    ","            ","            ",""
"485","127","127-01-53301-801","MANHOLE COVER KIT, CUNI 90-10 ","COVER     ","MANHOLE           ","   ","100979","941010","5","0","1","0","1","0","08/03/2018","       /    /    ","            ","            ",""
"485","127","127-01-26103","TANK, MAIN PROPULSION FUEL    ","TANK      ","FUEL              ","   ","100788","941070","1","10437","2","0","2","20874","06/01/2018","       /    /    ","            ","            ",""
"485","127","127-01-25601","TANK, MPDE, JACKET WATER      ","TANK      ","EXPANSION         ","   ","100788","941070","2","7582","2","0","2","15164","06/01/2018","       /    /    ","            ","            ",""
"485","127","127-01-26101","TANK, SSDG FUEL SERVICE PORT  ","TANK      ","                  ","   ","100788","941070","3","21812","1","0","1","21812","06/01/2018","       /    /    ","            ","            ",""
"485","127","127-01-26102","TANK, SSDG FUEL SERVICE       ","TANK      ","SERVICE           ","   ","100788","941070","4","21812","1","0","1","21812","06/01/2018","       /    /    ","            ","            ",""
"485","127","127-01-26201","TANK, SSDG LUBE OIL STORAGE   ","TANK      ","STORAGE           ","   ","100788","941070","5","7538","1","0","1","7538","06/01/2018","       /    /    ","            ","            ",""
"485","150","11-32E160G10","PLATE, 1"",4'X10' ALUM 5454-H32","PLATE     ","                  ","   ","58214","510147","4","3840","1","1","1","3840","02/02/2017","       /    /    ","            ","            ",""
"485","150","13-3320200425","ANGLE, 2"" X 2"" X 1/4"" X 25', A","ANGLE     ","                  ","   ","58214","766043","1","96.25","67","67","67","6448.75","06/24/2017","       /    /    ","            ","            ",""
"485","150","150-00-MC001","CHANNEL,EXTRUDED,7x4x3/8,15'L ","CHANNEL   ","                  ","   ","105118","766061","1","282.75","20","20","20","5655","08/03/2017","       /    /    ","            ","            ",""
"485","150","150-00-00011","PLATE, CRES 2205, 2' X 3'     ","PLATE     ","                  ","   ","33670","766069","14","295","3","3","3","885","08/05/2017","       /    /    ","            ","            ",""
"485","150","150-00-00002","PLATE, ALUMINUM               ","PLATE     ","                  ","   ","58214","766076","1","901.73","7","6","7","6312.11","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00022","ANGLE, ALUM, GR 5086-H111,    ","ANGLE     ","                  ","   ","58214","766076","2","156","3","3","3","468","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-3306508025","BAR, FLAT, 1/4"" X 3-3/16"" X 25","BAR       ","FLAT              ","   ","58214","766076","3","102.13","14","3","14","1429.82","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0201020","FLAT BAR, 1"" WIDE, 1/8 THK ALU","BAR       ","FLAT              ","   ","58214","766076","4","7.41","40","40","40","296.64","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0403225","BAR, FLAT, 1/4"" X 3-3/16"" X 25","BAR       ","FLAT              ","   ","58214","766076","5","102.13","19","0","19","1940.47","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3312120625","ANGLE, ALUM, GR 5086-H111,    ","ANGLE     ","                  ","   ","58214","766076","7","156","1","1","1","156","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3315150425","ANGLE, 1-1/2"" X 1-1/2"" X 1/4"" ","ANGLE     ","                  ","   ","58214","766076","8","63.81","68","8","68","4339.08","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3340400425","ANGLE, 4 X 4 X 1/4 X 25, ALUM ","ANGLE     ","                  ","   ","58214","766076","9","595","2","2","2","1190","08/26/2017","       /    /    ","            ","            ",""
"485","150","17-3302020220","TUBE, SQ, 2"" X 2"" X 1/8"", ALUM","TUBE      ","SQUARE            ","   ","58214","766076","10","1200","1","1","1","1200","08/26/2017","       /    /    ","            ","            ",""
"485","150","18-320800CR03","ROUND BAR, ALUM GR.5454, 1/2"" ","BAR       ","ROUND             ","   ","58214","766076","11","125","1","1","1","125","08/26/2017","       /    /    ","            ","            ",""
"485","150","18-330010CR12","BAR, ROUND, 5/8"" DIA x 12-0', ","BAR       ","ROUND             ","   ","58214","766076","12","95","1","1","1","95","08/26/2017","       /    /    ","            ","            ",""
"485","150","11-33E030G08","PLATE, 3/16"" X 4' X 8', ALUMIN","PLATE     ","                  ","   ","58214","766076","14","245","2","2","2","490","08/26/2017","       /    /    ","            ","            ",""
"485","150","11-33E080G08","PLATE, 1/2"" X 4' X 8', ALUMINU","PLATE     ","                  ","   ","58214","766076","15","645","1","1","1","645","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00003","PLATE, ALUMINUM               ","PLATE     ","                  ","   ","58214","766076","16","725","2","2","2","1450","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00004","ANGLE, ALUMINUM               ","ANGLE     ","                  ","   ","58214","766076","17","58","21","0","21","1218","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00005","PLATE, ALUMINUM               ","PLATE     ","                  ","   ","58214","766076","18","1534.68","2","2","2","3069.36","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00006","PLATE, 12MM X 96"" X 48"", ALUM,","PLATE     ","                  ","   ","58214","766076","19","607.5","2","2","2","1215","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00019","FLAT BAR, 1/8"" X 1"", ALUM 5086","BAR       ","FLAT              ","   ","58214","766076","20","148.32","1","1","1","148.32","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-00024","ANGLE, ALUM, GR 5086-H111,    ","ANGLE     ","                  ","   ","58214","766076","21","250","1","0","1","250","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-00-0S600","TUBE, SQUARE, 1-1/2"" X .125   ","TUBE      ","SQUARE            ","   ","58214","766076","22","37.5","180","180","180","6750","08/26/2017","       /    /    ","            ","            ",""
"485","150","150-01-00069","CHANNEL 2-1/2"" X 2"" X 1/8""    ","CHANNEL   ","                  ","   ","58214","766076","23","43.5","15","15","15","652.5","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0401520","BAR, FLAT, 1/4"" X 1-1/2""X20'  ","          ","                  ","   ","58214","766076","24","29.53","63","0","63","1860.39","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0401325","BAR, FLAT, 1-1/4"" X 1/4"" X 25'","BAR       ","FLAT              ","   ","58214","766077","1","51.56","40","0","40","2062.4","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0401825","BAR, FLAT, 1-3/4"" X 1/4"" X 25'","BAR       ","FLAT              ","   ","58214","766077","2","75","34","0","34","2550","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0402525","BAR, FLAT, 2-1/2"" X 1/4"" X 25'","BAR       ","FLAT              ","   ","58214","766077","4","62.3","50","0","50","3115","08/26/2017","       /    /    ","            ","            ",""
"485","150","12-33E0404025","BAR, FLAT, 4"" X 1/4"" X 25', AL","BAR       ","FLAT              ","   ","58214","766077","5","94.5","70","16","70","6615","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3310100425","ANGLE, 1"" X 1"" X 1/4"" X 25', A","ANGLE     ","                  ","   ","58214","766077","6","950","1","1","1","950","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3320200325","ANGLE, 2"" X 2"" X 3/16"" X 25', ","ANGLE     ","                  ","   ","58214","766077","8","122.1","15","0","15","1831.5","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3325200425","ANGLE, 2-1/2"" X 2"" X 1/4"" X 25","ANGLE     ","                  ","   ","58214","766077","9","222.83","6","6","6","1336.98","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3325250325","ANGLE, 2-1/2"" X 2-1/2"" X 3/16""","ANGLE     ","                  ","   ","58214","766077","10","400","3","3","3","1200","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3325250425","ANGLE, 2-1/2"" X 2-1/2"" X 1/4"" ","ANGLE     ","                  ","   ","58214","766078","1","160.34","7","7","7","1122.38","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3330200325","ANGLE, 3"" X 2"" X 3/16"" X 25', ","ANGLE     ","                  ","   ","58214","766078","2","1200","1","1","1","1200","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3330300325","ANGLE, 3"" X 3"" X 3/16"" X 25', ","ANGLE     ","                  ","   ","58214","766078","3","196.5","8","8","8","1572","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3330300425","ANGLE, 3"" X 3"" X 1/4"" X 25', A","ANGLE     ","                  ","   ","58214","766078","4","151.08","29","0","29","4381.32","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3330300525","ANGLE, 3"" X 3"" X 5/16"" X 25', ","ANGLE     ","                  ","   ","58214","766078","5","450","3","3","3","1350","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3330300625","ANGLE, 3"" X 3"" X 3/8"" X 25', A","ANGLE     ","                  ","   ","58214","766078","6","1200","2","2","2","2400","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3335350425","ANGLE, 3-1/2"" X 3-1/2"" X 1/4"" ","ANGLE     ","                  ","   ","58214","766078","7","1500","1","0","1","1500","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3340300425","ANGLE, 4"" X 3"" X 1/4"" X 25', A","ANGLE     ","                  ","   ","58214","766078","8","375","4","3","4","1500","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3340300625","ANGLE, 4"" X 3"" X 3/8"" X 25', A","ANGLE     ","                  ","   ","58214","766078","9","447","3","1","3","1341","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3340300825","ANGLE, 4"" X 3"" X 1/2"" X 25', A","ANGLE     ","                  ","   ","58214","766078","10","686","2","2","2","1372","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3340400625","ANGLE, 4"" X 4"" X 3/8"" X 25', A","ANGLE     ","                  ","   ","58214","766078","11","688","2","2","2","1376","08/26/2017","       /    /    ","            ","            ",""
"485","150","13-3350300425","ANGLE, 5"" X 3"" X 1/4"" X 25', A","ANGLE     ","                  ","   ","58214","766079","10","300","5","0","5","1500","08/21/2017","       /    /    ","            ","            ",""
"485","150","13-3360600625","ANGLE, 6"" x 6"" x 3/8"" x 25', A","ANGLE     ","                  ","   ","58214","766079","11","1283.6","1","0","1","1283.6","08/21/2017","       /    /    ","            ","            ",""
"485","150","13-3525250425","ANGLE, 2-1/2"" X 2-1/2"" X 1/4"" ","ANGLE     ","                  ","   ","58214","766079","12","429","1","0","1","429","08/21/2017","       /    /    ","            ","            ",""
"485","150","13-3540300425","ANGLE, 4"" X 3"" X 1/4"" X  25', ","ANGLE     ","                  ","   ","58214","766079","13","210","1","0","1","210","08/21/2017","       /    /    ","            ","            ",""
"485","150","18-350006CR12","BAR, ROUND, 3/8"" DIA X 12' LON","BAR       ","ROUND             ","   ","58214","766079","14","55.5","6","0","6","333","08/21/2017","       /    /    ","            ","            ",""
"485","150","150-00-00028","PIPE, 12"", SCH 120, CRES 2205 ","PIPE      ","SCHEDULE 120      ","   ","182","787225","2","684","10","0","10","6840","08/25/2017","       /    /    ","            ","            ",""
"485","150","150-01-D2SD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","1","32858.19","1","0","1","32858.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D1SD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","2","31893.19","1","0","1","31893.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D4SD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","3","29068.19","1","0","1","29068.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D1SD3","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","4","11173.19","1","0","1","11173.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D2TD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","5","30193.19","1","0","1","30193.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D3SS1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","6","8860.69","1","0","1","8860.69","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D3TD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","7","16093.19","1","0","1","16093.19","12/31/2019","       /    /    ","            ","            ",""
"485","150","150-01-D1TD1","SRVC, ALUM & STRUC FLAT PLATE ","SERVICE   ","CUTTING           ","   ","100876","941018","8","15658.19","1","0","1","15658.19","12/31/2019","       /    /    ","            ","            ",""
