"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4505","INV   26023","7","    505-03-L9040","ELL,45 DEGREES,5""IPS,         ","439973","    ","            ","2"," EA ","                ","09/23/2016","127.47","            ",""
"4505","INV   26023","7","    505-03-L9015","ELB, 90 DEG,2-1/2"" IPS, SR, CL","439968","    ","            ","1"," EA ","                ","09/23/2016","45.79","            ",""
"4505","INV   26023","7","    505-03-L9027","ELL,90 DEGREES, 6"" IPS, SCH. 1","439970","    ","            ","3"," EA ","                ","09/23/2016","84.05","            ",""
"4505","INV   26024","25","    505-03-L9162","ELBOW, 3"", 90 DEG, LR, BW, CNA","439978","    ","            ","1"," EA ","1,251.78","09/23/2016","555.13","            ",""
"4505","INV   26024","25","    505-03-L0311","ELB, 90 DEGREE, 8"" IPS, SR, CL","439957","    ","            ","1"," EA ","                ","09/23/2016","432.26","            ",""
"4505","INV   26024","25","    505-03-L0504","ELBOW, 90 DEG, 1"" IPS, STEEL  ","439965","    ","            ","4"," EA ","                ","09/23/2016","17.02","            ",""
"4505","INV   26024","25","    505-03-K9095","KIT, FLANGE ISOLATION, 1/2""   ","439930","    ","            ","1"," EA ","                ","09/23/2016","11.04","            ",""
"4505","INV   26024","25","    505-03-L9076","ELBOW, UNION, 1""OD, 45 DEG,   ","439975","    ","            ","3"," EA ","                ","09/23/2016","236.33","            ",""
"4505","INV   26045","4","    505-03-F9171","FLANGE, SW, STL, W/MTG KIT, 2""","440454","    ","            ","4"," EA ","-198","09/30/2016","-198","            ",""
"4505","INV   26050","21","    505-03-M9116","NIPPLE, BRASS, BODY SIZE: 1/4""","440398","    ","            ","2"," EA ","2,485.59","09/30/2016","2.94","            ",""
"4505","INV   26050","21","    505-03-N9155","BOLT, 3/8"" X 3-1/2"", STL, HVY ","440417","    ","            ","258"," EA ","                ","09/30/2016","1,708.30","            ",""
"4505","INV   26050","21","    505-03-M9149","COUPLER, 1-1/4"", CAMLOCK      ","440401","    ","            ","1"," EA ","                ","09/30/2016","42.77","            ",""
"4505","INV   26050","21","    505-03-N0002","STUD, 3/4-10 THD X 11-1/2"" L  ","440416","    ","            ","24"," EA ","                ","09/30/2016","199.92","            ",""
"4505","INV   26050","21","    505-03-N9156","NUT, 3/8"" STL, HEX HD, ZINC PL","440427","    ","            ","258"," EA ","                ","09/30/2016","333.41","            ",""
"4505","INV   26050","21","    505-03-N0001","STUD, 3/4-10 THD X 10"" L, SST ","440413","    ","            ","25"," EA ","                ","09/30/2016","198.25","            ",""
"4505","INV   26051","5","    505-03-R0265","CPLG,SLDR,W/STOP,3X2 NOM CU   ","440446","    ","            ","1"," EA ","247.99","09/30/2016","17.31","            ",""
"4505","INV   26051","5","    505-03-R0257","CPLG, SLDR, W/ STOP, 2 X 1-1/2","440442","    ","            ","2"," EA ","                ","09/30/2016","12.75","            ",""
"4505","INV   26051","5","    505-03-R0469","RED CONC B.W. 3X1-1/2 IPS,CPR ","440453","    ","            ","2"," EA ","                ","09/30/2016","85.34","            ",""
"4505","INV   26051","5","    505-03-R0083","TEE, RED, 1/2""X1/2""X1/4"" IPS  ","440435","    ","            ","1"," EA ","                ","09/30/2016","16.59","            ",""
"4505","INV   26051","5","    505-03-PL367","PLUG, SQ HEAD, MPT 3/4"" IPS, S","440431","    ","            ","2"," EA ","                ","09/30/2016","2.87","            ",""
"4505","INV   26051","5","    505-03-N9157","WASHER, LOCK, 3/8"", STEEL     ","440428","    ","            ","258"," EA ","                ","09/30/2016","113.13","            ",""
"4505","INV   26052","10","    505-03-T0205","TEE,SLDRD 1/2X1/2X1/4 NOM CU  ","440621","    ","            ","2"," EA ","776.68","09/30/2016","5.7","            ",""
"4505","INV   26052","10","    505-03-T0185","TEE B.W.8 IPS,CPR NKL,90-10,PL","440614","    ","            ","1"," EA ","                ","09/30/2016","420.57","            ",""
"4505","INV   26052","10","    505-03-T0061","TEE, 3, BW, STL               ","440609","    ","            ","1"," EA ","                ","09/30/2016","15.14","            ",""
"4505","INV   26052","10","    505-03-T9132","TEE, REDUCING, 3/4"" X 3/4"" X 3","440685","    ","            ","1"," EA ","                ","09/30/2016","85","            ",""
"4505","INV   26052","10","    505-03-T0302","TEE,SLDRD 1X1X1/2 NOM CU      ","440641","    ","            ","1"," EA ","                ","09/30/2016","5.34","            ",""
"4505","INV   26052","10","    505-03-U0036","UNION,SLDR,1/4 NOM CU SIZE, WR","440694","    ","            ","1"," EA ","                ","09/30/2016","6.84","            ",""
"4505","INV   26052","10","    505-03-U0006","UNION,1-1/4"" IPS,SILB,400 PSI ","440690","    ","            ","2"," EA ","                ","09/30/2016","90.02","            ",""
"4505","INV   26052","10","    505-03-T0289","TEE, RED, CU-NI, 3""RUNX2""BRANC","440639","    ","            ","1"," EA ","                ","09/30/2016","148.07","            ",""
"4505","INV   26053","7","    505-03-U0069","UNION, 1/2"" IPS,SILB X MPT, 60","440697","    ","            ","1"," EA ","1,454.45","09/30/2016","162.38","            ",""
"4505","INV   26053","7","    505-03-T9032","TEE,SLDRD 2 1/2X2 1/2X2 NOM CU","440681","    ","            ","1"," EA ","                ","09/30/2016","31.86","            ",""
"4505","INV   26053","7","    505-03-U9007","UNION, REDUCING, FLARELESS TUB","440718","    ","            ","4"," EA ","                ","09/30/2016","277.32","            ",""
"4505","INV   26053","7","    505-03-U9008","UNION, BULKHEAD, 1""OD, SAE    ","440719","    ","            ","2"," EA ","                ","09/30/2016","243.1","            ",""
"4505","INV   26053","7","    505-03-U9053","UNION, 90 DEG, SLDR X MPT     ","440974","    ","            ","1"," EA ","                ","09/30/2016","66.54","            ",""
"4505","INV   26053","7","    505-03-U9048","UNION, SST, 316L, SWAGELOK,   ","440968","    ","            ","4"," EA ","                ","09/30/2016","168.44","            ",""
"4505","INV   26053","7","    505-03-U9050","UNION, SST, 316L, SWAGELOK    ","440971","    ","            ","2"," EA ","                ","09/30/2016","133.7","            ",""
"4505","INV   26053","7","    505-03-Y9019","LATERAL, 45 DEG, 3"" IPS, SST  ","440977","    ","            ","1"," EA ","                ","09/30/2016","131.12","            ",""
"4505","INV   26053","7","    505-03-U0070","UNION, 3/4"" IPS,SILB X MPT, 60","440707","    ","            ","1"," EA ","                ","09/30/2016","213.95","            ",""
"4505","INV   26053","7","    505-03-U0078","UNION,SLDRXMPT,3/8 NOM CU     ","440710","    ","            ","3"," EA ","                ","09/30/2016","26.04","            ",""
"4505","PUR   37291","50","    505-03-K9154","GASKET, 3.625 X 9 X 1/8       ","950399","4","ROEMING INDU","2"," EA ","76","09/09/2016","76","            ",""
"4505","PUR   37291","82","    505-01-00064","CHANNEL, STL, 1-7/16 X 1/2 X  ","799302","1","PROGRESSIVE ","88"," EA ","2,443.18","09/09/2016","1,751.20","            ",""
"4505","PUR   37291","82","    505-01-00067","CHANNEL, STL, 1-7/16 X 1/2 X  ","799302","2","PROGRESSIVE ","38"," EA ","                ","09/09/2016","691.98","            ",""
"4505","PUR   37307","71","    505-03-F9384","FLANGE, BLIND, 3/4 IPS, BRONZE","950401","8","W&O SUPPLY I","1"," EA ","62","09/16/2016","62","            ",""
"4505","PUR   37336","22","    505-01-058S3","CLAMP PLATE, DOGLEG HOSE HGR  ","940780","13","FOX VALLEY M","12"," EA ","506.7","09/23/2016","276.6","            ",""
"4505","PUR   37336","22","    505-01-CAP01","CAP, 5-1/4"" SQUARE, 3/4"" THICK","940781","4","FOX VALLEY M","6"," EA ","                ","09/23/2016","230.1","            ",""
"4505","PUR   37336","85","    505-03-03228","HUB, ISOLATION, BHD, ALUMINUM ","940652","2","R&A MANUFACT","2"," EA ","240","09/23/2016","240","            ",""
"4505","PUR   37340","59","    505-01-HH506","CLAMP, DBL BOLT, 2"", CR-MO-STL","782970","3","SK INDUSTRIA","2"," EA ","376","09/23/2016","376","            ",""
"4505","PUR   37342","36","    505-01-054SA","CLAMP SUB-ASSY, DOGLEG HOSE   ","940780","9","FOX VALLEY M","4"," EA ","275.12","09/23/2016","275.12","            ",""
"4505","PUR   37357","24","    505-03-A9741","ADAPTER, HYDRAULIC, 1-1/2""    ","799312","4","APPLIED INDU","8"," EA ","1,080.80","09/30/2016","1,080.80","            ",""
"4505","PUR   37357","32","    505-03-00248","CABLE, HEAT TRACE, MODEL SRL  ","799324","1","CHROMALOX IN","255"," FT ","2,816.25","09/30/2016","1,912.50","            ",""
"4505","PUR   37357","32","    505-03-00249","CABLE, HEAT TRACE, MODEL SRL  ","799324","2","CHROMALOX IN","84"," FT ","                ","09/30/2016","693","            ",""
"4505","PUR   37357","32","    505-03-00250","FIBERGLAS TAPE CABLE ATTACHMEN","799324","3","CHROMALOX IN","4"," EA ","                ","09/30/2016","52.2","            ",""
"4505","PUR   37357","32","    505-03-00251","END SEAL KIT/SELF REGULATING  ","799324","4","CHROMALOX IN","5"," EA ","                ","09/30/2016","66.75","            ",""
"4505","PUR   37357","32","    505-03-00252","SPLICE TEE KIT FOR SELF-REGULA","799324","5","CHROMALOX IN","3"," EA ","                ","09/30/2016","91.8","            ",""
"4505","PUR   37358","40","    505-01-062SA","CLAMP SUB-ASSY, DOGLEG HOSE   ","940780","5","FOX VALLEY M","1"," EA ","37.14","09/30/2016","37.14","            ",""
"4505","PUR   37361","76","    505-03-H9078","HOSE, 1"", GENERAL PURPOSE     ","950440","2","KUNDINGER FL","2"," LF ","6.78","09/30/2016","6.78","            ",""
"4505","PUR   37361","105","    505-01-GB001","GAUGE BOARD, 1/8"" STEEL,      ","940777","6","NORTHERN FAB","2"," EA ","190.32","09/30/2016","190.32","            ",""
"4505","INV   26084","1","    505-03-M9033","WATER, HAMMER ARRESTER, 1/2""  ","441653","    ","            ","2"," EA ","-36","10/06/2016","-36","            ",""
"4505","INV   26118","29","    505-01-N9123","U-BOLT,5/16-18x3-1/16LG,316SST","442170","    ","            ","1"," EA ","1,013.44","10/14/2016","5.9","            ",""
"4505","INV   26118","29","    505-01-N9112","BOLT,5/16""-18x3-1/2""LG,316SST,","442163","    ","            ","3"," EA ","                ","10/14/2016","36.9","            ",""
"4505","INV   26118","29","    505-01-N9119","BOLT,1/2""-13x9""LG,316SST,     ","442169","    ","            ","6"," EA ","                ","10/14/2016","98.04","            ",""
"4505","INV   26118","29","    505-01-N9118","BOLT,1/2""-13x8""LG,316SST,     ","442167","    ","            ","23"," EA ","                ","10/14/2016","344.31","            ",""
"4505","INV   26118","29","    505-01-N9104","BOLT, HVY HEX HEAD, 1"" X 5-1/2","442157","    ","            ","18"," EA ","                ","10/14/2016","291.52","            ",""
"4505","INV   26118","29","    505-01-N9143","BOLT, M12-1.75 X 45MM, GRADE  ","442175","    ","            ","16"," EA ","                ","10/14/2016","3.52","            ",""
"4505","INV   26118","29","    505-01-N9083","LOCKNUT,5/16-18,HVY HEX,316SS ","442155","    ","            ","6"," EA ","                ","10/14/2016","5.37","            ",""
"4505","INV   26118","29","    505-01-N9150","NUT, TERMINAL, 1/8"" BRASS     ","442179","    ","            ","8"," EA ","                ","10/14/2016","46.8","            ",""
"4505","INV   26118","29","    505-01-N9149","NUT, HVY HEX JAM, SST, 1""-8-2B","442177","    ","            ","18"," EA ","                ","10/14/2016","157.86","            ",""
"4505","INV   26118","29","    505-01-N9166","STUD, 1/2""-13UNC X 3-3/4"", SST","442180","    ","            ","24"," EA ","                ","10/14/2016","23.22","            ",""
"4505","INV   26119","6","    505-03-00015","VALVE COUPLING, 3/4"", MALE,   ","442188","    ","            ","6"," EA ","5,791.62","10/14/2016","990","            ",""
"4505","INV   26119","6","    505-03-00016","SHAFT COUPLING, 3/4"", PIN TYPE","442189","    ","            ","1"," EA ","                ","10/14/2016","23.36","            ",""
"4505","INV   26119","6","    505-03-00035","HANDWHEEL, 9"" OD, 3/4"" SQ     ","442194","    ","            ","1"," EA ","                ","10/14/2016","116.4","            ",""
"4505","INV   26119","6","    505-03-00127","TEE HANDLE, STEEL PLATED, FOR ","442201","    ","            ","12"," EA ","                ","10/14/2016","418.2","            ",""
"4505","INV   26119","6","    505-03-00146","GEARBOX, BRZ, 90 DEG W/INDICAT","442203","    ","            ","1"," EA ","                ","10/14/2016","420","            ",""
"4505","INV   26119","6","    505-03-00193","SHAFT BEARING, 5/8"", MAGANASE ","442205","    ","            ","3"," EA ","                ","10/14/2016","67.8","            ",""
"4505","INV   26119","6","    505-01-N9105","NUT, HVY HEX, 1""-8 UNC - 2B   ","442159","    ","            ","16"," EA ","                ","10/14/2016","173.56","            ",""
"4505","INV   26119","6","    505-03-03082","INTERMEDIATE CPLG, FLANGED,   ","442211","    ","            ","1"," EA ","                ","10/14/2016","184.34","            ",""
"4505","INV   26119","6","    505-03-03093","DECK BOX w/ INDICATOR         ","442212","    ","            ","7"," EA ","                ","10/14/2016","2,764.65","            ",""
"4505","INV   26119","6","    505-03-A0356","BUSHING, REDUCING, 1-1/2"" x 1/","442239","    ","            ","2"," EA ","                ","10/14/2016","109.14","            ",""
"4505","INV   26119","6","    505-03-A0359","BUSHING, RED, 1-1/2"" X 1-1/4"" ","442242","    ","            ","1"," EA ","                ","10/14/2016","45.3","            ",""
"4505","INV   26119","6","    505-03-A0012","ADAPTER, 1/4"" IPS, SILB X MPT,","442218","    ","            ","5"," EA ","                ","10/14/2016","40.54","            ",""
"4505","INV   26119","6","    505-03-A0024","BUSHING,REDUCING,1/2""X1/4"" IPS","442222","    ","            ","3"," EA ","                ","10/14/2016","8.94","            ",""
"4505","INV   26119","6","    505-03-A0055","INSERT,REDUCING, 1/2"" X 1/4""IP","442227","    ","            ","1"," EA ","                ","10/14/2016","4.27","            ",""
"4505","INV   26119","6","    505-03-03119","COUPLING, VALVE, MALE, 3""-5""  ","442214","    ","            ","2"," EA ","                ","10/14/2016","242.08","            ",""
"4505","INV   26119","6","    505-03-03213","JOINT, SLIP, 1.00 ROD, 7.88""  ","442215","    ","            ","1"," EA ","                ","10/14/2016","103.5","            ",""
"4505","INV   26119","6","    505-03-A9011","CLEANOUT W/PLUG, 3"" NIBCO NO. ","442252","    ","            ","1"," EA ","                ","10/14/2016","64.74","            ",""
"4505","INV   26119","6","    505-03-A9148","ADAPTER, 1/4"", UNION TAILPIECE","442263","    ","            ","1"," EA ","                ","10/14/2016","14.8","            ",""
"4505","INV   26120","5","    505-03-A9226","ADAPTER, UNION, 1/2"", 37 DEG  ","442283","    ","            ","11"," EA ","2,246.79","10/14/2016","484.33","            ",""
"4505","INV   26120","5","    505-03-A9187","ADAPTER, 1/4 IPS, SW X 1/4    ","442270","    ","            ","3"," EA ","                ","10/14/2016","102","            ",""
"4505","INV   26120","5","    505-03-A9299","ADAPTER, 3/4"", FPT X 3/4-14   ","442298","    ","            ","1"," EA ","                ","10/14/2016","24","            ",""
"4505","INV   26120","5","    505-03-A9254","ADAPTER, 90 DEG, #16 FEMALE 37","442287","    ","            ","1"," EA ","                ","10/14/2016","59.45","            ",""
"4505","INV   26120","5","    505-03-A9507","ADAPTER, SST, 316L, 1"" NPS MAL","442323","    ","            ","1"," EA ","                ","10/14/2016","52.95","            ",""
"4505","INV   26120","5","    505-03-A9431","ADAPTER,3/4"",SWxMPT,SST 316L, ","442315","    ","            ","2"," EA ","                ","10/14/2016","63.6","            ",""
"4505","INV   26120","5","    505-03-A9401","ADAPTER, 1"" TUBE X 37 DEGREE M","442301","    ","            ","10"," EA ","                ","10/14/2016","832.33","            ",""
"4505","INV   26120","5","    505-03-A9422","BUSHING, REDC, 3/8"" X 1/4"", SW","442309","    ","            ","1"," EA ","                ","10/14/2016","2.26","            ",""
"4505","INV   26120","5","    505-03-B0163","SOCKOLET, 2"" IPS RUN X 1/2"" IP","442348","    ","            ","1"," EA ","                ","10/14/2016","31.84","            ",""
"4505","INV   26120","5","    505-03-B9009","SOCKOLET, REDUCING, SST 304L, ","442359","    ","            ","2"," EA ","                ","10/14/2016","16.98","            ",""
"4505","INV   26120","5","    505-03-B9071","SOCKOLET, 3""-5"" X 3/4"", SSTL, ","442366","    ","            ","1"," EA ","                ","10/14/2016","19.74","            ",""
"4505","INV   26120","5","    505-03-B9061","WELDOLET, 5"" RUN X 3 OUTLET,  ","442364","    ","            ","1"," EA ","                ","10/14/2016","319.29","            ",""
"4505","INV   26120","5","    505-03-C1023","DK/BHD SLEEVE, 2-1/2""         ","442369","    ","            ","1"," EA ","                ","10/14/2016","18.69","            ",""
"4505","INV   26120","5","    505-03-C9038","SLEEVE, PIPE, 1-1/4"" IPS, ALUM","442391","    ","            ","2"," EA ","                ","10/14/2016","83.39","            ",""
"4505","INV   26120","5","    505-03-C9043","SLEEVE, PIPE, 4"" IPS, ALUM    ","442394","    ","            ","1"," EA ","                ","10/14/2016","135.94","            ",""
"4505","INV   26121","10","    505-01-00056","SLEEVE, COMPRESSION FOR ROPE  ","442459","    ","            ","120"," EA ","790.65","10/14/2016","453.46","            ",""
"4505","INV   26121","10","    505-01-C9043","SLEEVE, PIPE, 4"" IPS, ALUM    ","442467","    ","            ","3"," EA ","                ","10/14/2016","323.99","            ",""
"4505","INV   26121","10","    505-01-00058","HOOK, ""S"", .105"" WIRE DIA     ","442460","    ","            ","40"," EA ","                ","10/14/2016","13.2","            ",""
"4505","INV   26147","6","    505-03-F0075","FLANGE,WLD NECK,4             ","442428","    ","            ","2"," EA ","2,321.14","10/21/2016","31","            ",""
"4505","INV   26147","6","    505-03-F0122","FLANGE,1-1/2""NOM,150#,SOLD,FLA","442436","    ","            ","1"," EA ","                ","10/21/2016","48.44","            ",""
"4505","INV   26147","6","    505-03-F0121","FLANGE,1-1/4""NOM,150#,SOLD,FLA","442434","    ","            ","1"," EA ","                ","10/21/2016","24.91","            ",""
"4505","INV   26147","6","    505-03-F0038","FLANGE, 2"" IPS, CLASS 150, FUL","442416","    ","            ","1"," EA ","                ","10/21/2016","53.09","            ",""
